time, Presion
280.5, 34.3871318427612
280.75, 34.5424073309523
281, 34.7256424312175
281.25, 34.8258507204977
281.5, 34.7233315616774
281.75, 34.7179016235573
282, 34.8643443904685
282.25, 34.8630683165439
282.5, 34.7953874124734
282.75, 34.7977030773966
283, 34.822837951107
283.25, 35.1919750946219
283.5, 35.2029841234841
283.75, 35.3698280071999
284, 35.7582060459687
284.25, 35.9170432833347
284.5, 36.3867813948286
284.75, 36.3665675443989
285, 36.6184048563509
285.25, 36.7111245220608
285.5, 36.6773034848668
285.75, 36.7184544868059
286, 36.7315298896911
286.25, 36.7259081179683
286.5, 36.830663066108
286.75, 36.739841911196
287, 37.4382059377755
287.25, 38.0339967738825
287.5, 37.8809201937435
287.75, 37.9936469380883
288, 38.059442969195
288.25, 38.0279225874791
288.5, 37.9971869020408
288.75, 38.0180541034883
289, 38.0604561052927
289.25, 37.9710242462832
289.5, 37.9969340365349
289.75, 38.2664275072116
290, 38.2836207908897
290.25, 38.9161669463729
290.5, 39.0734269526713
290.75, 39.4863082748831
291, 39.7842323534389
291.25, 39.9030213315358
291.5, 40.0597368843995
291.75, 39.9836970279983
292, 40.0594702929369
292.25, 40.0509403028081
292.5, 40.0474755131614
292.75, 40.0613364704323
293, 40.3288285404174
293.25, 40.3443977658903
293.5, 40.6743675947238
293.75, 41.4545546971329
294, 41.3131348213415
294.25, 41.3744905188191
294.5, 41.3586613903542
294.75, 41.5041037909248
295, 41.5013418385884
295.25, 41.5103188557572
295.5, 41.4919525753826
295.75, 41.4825654364034
296, 41.4433832780862
296.25, 41.450278860106
296.5, 41.7731666762362
296.75, 42.0939473169246
297, 42.2092382438759
297.25, 42.1877550921803
297.5, 42.5725885818921
297.75, 42.9012210475411
298, 42.9347806585646
298.25, 43.3261401278146
298.5, 43.6980872772353
298.75, 43.7905155086648
299, 43.6980872772353
299.25, 43.7223762508702
299.5, 43.696342481474
299.75, 43.6700335940846
300, 43.7511914492048
