T, M, MD, MT
352.5, 7.015485, 7.074075, 7.348149
352.6, 7.015985, 7.073635, 7.348074
352.7, 7.017157, 7.073175, 7.34736
352.8, 7.018709, 7.074834, 7.34772
352.9, 7.016651, 7.074959, 7.349369
353, 7.018013, 7.073096, 7.350453
353.1, 7.017472, 7.07409, 7.348959
353.2, 7.015515, 7.074789, 7.348169
353.3, 7.012651, 7.070117, 7.349823
353.4, 7.013437, 7.07383, 7.348029
353.5, 7.013457, 7.072331, 7.350783
353.6, 7.011149, 7.0735, 7.348394
353.7, 7.013782, 7.071661, 7.349259
353.8, 7.014323, 7.07417, 7.349344
353.9, 7.015029, 7.074065, 7.348494
354, 7.014073, 7.072941, 7.350853
354.1, 7.015429, 7.069398, 7.348914
354.2, 7.011539, 7.075264, 7.349414
354.3, 7.012831, 7.07384, 7.350308
354.4, 7.008615, 7.069483, 7.347934
354.5, 7.01574, 7.072626, 7.349174
354.6, 7.010192, 7.067619, 7.349733
354.7, 7.009702, 7.071796, 7.347934
354.8, 7.009782, 7.07325, 7.348739
354.9, 7.010903, 7.075109, 7.349963
355, 7.012175, 7.07392, 7.349294
355.1, 7.012145, 7.073985, 7.352232
355.2, 7.013987, 7.07436, 7.349314
355.3, 7.013206, 7.075269, 7.34744
355.4, 7.015249, 7.072891, 7.350953
355.5, 7.012696, 7.076573, 7.351912
355.6, 7.010543, 7.071921, 7.349703
355.7, 7.012175, 7.070862, 7.34641
355.8, 7.012761, 7.073905, 7.349229
355.9, 7.014128, 7.074769, 7.350008
356, 7.010102, 7.074245, 7.349548
356.1, 7.011053, 7.075489, 7.346225
356.2, 7.011945, 7.07329, 7.352921
356.3, 7.011794, 7.073695, 7.351722
356.4, 7.01199, 7.07468, 7.348709
356.5, 7.011354, 7.073805, 7.350258
356.6, 7.01222, 7.07327, 7.348399
356.7, 7.011299, 7.07369, 7.349374
356.8, 7.011324, 7.072376, 7.348644
356.9, 7.014573, 7.072736, 7.349673
357, 7.009917, 7.073086, 7.351232
357.1, 7.010473, 7.070557, 7.347445
357.2, 7.011784, 7.07312, 7.349618
357.3, 7.010693, 7.071521, 7.349478
357.4, 7.012535, 7.076259, 7.34779
357.5, 7.009762, 7.072766, 7.350593
357.6, 7.009481, 7.071841, 7.348524
357.7, 7.011068, 7.072186, 7.351088
357.8, 7.01195, 7.072946, 7.352112
357.9, 7.011724, 7.072786, 7.34769
358, 7.013712, 7.073815, 7.348939
358.1, 7.010743, 7.072596, 7.351307
358.2, 7.010032, 7.072131, 7.350838
358.3, 7.010793, 7.072061, 7.350888
358.4, 7.009847, 7.0733, 7.350588
358.5, 7.012015, 7.073705, 7.351172
358.6, 7.010317, 7.072446, 7.348914
358.7, 7.012731, 7.074115, 7.349728
358.8, 7.013787, 7.071601, 7.349134
358.9, 7.009952, 7.071996, 7.347989
359, 7.00859, 7.071437, 7.342228
359.1, 7.010357, 7.074635, 7.345921
359.2, 7.010207, 7.071581, 7.347375
359.3, 7.01238, 7.071566, 7.343372
359.4, 7.011619, 7.075004, 7.343297
359.5, 7.01201, 7.071736, 7.34639
359.6, 7.011839, 7.070692, 7.345366
359.7, 7.013497, 7.072606, 7.341903
359.8, 7.010097, 7.072131, 7.344152
359.9, 7.00895, 7.07388, 7.342493
360, 7.011384, 7.072436, 7.341928
360.1, 7.011759, 7.071631, 7.34642
360.2, 7.009326, 7.075599, 7.343587
360.3, 7.010002, 7.075024, 7.345386
360.4, 7.011334, 7.075839, 7.343682
360.5, 7.013051, 7.071217, 7.344092
360.6, 7.013477, 7.072636, 7.345541
360.7, 7.013537, 7.074695, 7.345711
360.8, 7.010818, 7.071741, 7.343597
360.9, 7.010988, 7.075049, 7.345551
361, 7.012115, 7.072481, 7.344786
361.1, 7.013246, 7.075294, 7.342588
361.2, 7.011619, 7.072941, 7.343982
361.3, 7.011709, 7.074165, 7.344367
361.4, 7.011264, 7.072146, 7.343782
361.5, 7.010673, 7.072266, 7.344671
361.6, 7.012015, 7.074959, 7.344267
361.7, 7.015049, 7.073635, 7.342907
361.8, 7.013131, 7.071921, 7.343102
361.9, 7.011599, 7.073935, 7.344432
362, 7.010998, 7.074804, 7.344736
362.1, 7.010232, 7.070562, 7.344277
362.2, 7.012235, 7.075894, 7.344317
362.3, 7.013762, 7.073076, 7.344007
362.4, 7.011584, 7.072636, 7.342763
362.5, 7.011574, 7.072406, 7.343937
362.6, 7.009176, 7.071931, 7.344606
362.7, 7.010913, 7.071736, 7.344736
362.8, 7.010272, 7.074959, 7.343597
362.9, 7.01216, 7.069892, 7.344741
363, 7.011689, 7.072351, 7.342648
363.1, 7.010302, 7.07319, 7.341433
363.2, 7.011038, 7.071357, 7.345501
363.3, 7.010993, 7.07472, 7.344077
363.4, 7.011734, 7.071736, 7.341433
363.5, 7.010693, 7.072051, 7.346151
363.6, 7.01241, 7.073465, 7.345031
363.7, 7.011714, 7.07372, 7.344322
363.8, 7.010382, 7.07372, 7.345511
363.9, 7.010853, 7.074859, 7.346021
364, 7.012831, 7.073036, 7.345866
364.1, 7.012105, 7.073455, 7.342867
364.2, 7.011038, 7.07331, 7.343187
364.3, 7.011324, 7.075644, 7.341843
364.4, 7.010032, 7.074675, 7.344102
364.5, 7.009291, 7.074625, 7.344946
364.6, 7.013582, 7.066824, 7.342518
364.7, 7.009021, 7.070117, 7.345626
364.8, 7.011539, 7.069703, 7.343382
364.9, 7.007859, 7.068084, 7.344561
365, 7.010603, 7.067714, 7.345386
365.1, 7.010803, 7.06628, 7.345686
365.2, 7.009601, 7.066989, 7.344971
365.3, 7.012395, 7.068938, 7.344861
365.4, 7.011574, 7.067209, 7.343607
365.5, 7.013392, 7.071681, 7.344561
365.6, 7.011799, 7.066744, 7.343767
365.7, 7.012931, 7.0658, 7.345461
365.8, 7.011744, 7.069583, 7.343392
365.9, 7.011644, 7.071082, 7.345306
366, 7.009421, 7.068988, 7.343737
366.1, 7.008184, 7.068963, 7.345886
366.2, 7.006777, 7.069073, 7.343037
366.3, 7.010863, 7.070162, 7.344022
366.4, 7.011204, 7.067589, 7.341503
366.5, 7.013982, 7.068918, 7.344726
366.6, 7.009226, 7.068768, 7.340984
366.7, 7.007564, 7.065935, 7.343867
366.8, 7.012155, 7.070682, 7.344716
366.9, 7.013146, 7.068238, 7.344836
367, 7.010207, 7.069862, 7.344806
367.1, 7.011043, 7.067454, 7.345496
367.2, 7.010683, 7.068558, 7.345251
367.3, 7.009681, 7.068213, 7.343557
367.4, 7.00529, 7.067229, 7.343317
367.5, 7.006247, 7.068748, 7.345031
367.6, 7.006212, 7.06573, 7.343467
367.7, 7.007308, 7.067604, 7.344267
367.8, 7.008189, 7.068873, 7.345321
367.9, 7.003999, 7.067364, 7.343807
368, 7.005426, 7.067609, 7.343697
368.1, 7.005531, 7.069927, 7.345466
368.2, 7.005741, 7.067749, 7.342663
368.3, 7.006307, 7.069128, 7.343152
368.4, 7.005801, 7.067249, 7.344402
368.5, 7.004895, 7.067009, 7.342932
368.6, 7.005906, 7.070962, 7.343497
368.7, 7.00525, 7.069438, 7.345026
368.8, 7.006888, 7.068593, 7.344032
368.9, 7.005821, 7.067829, 7.341758
369, 7.006397, 7.066829, 7.34644
369.1, 7.006557, 7.068768, 7.342997
369.2, 7.006477, 7.069603, 7.344042
369.3, 7.003778, 7.068488, 7.343322
369.4, 7.006061, 7.068158, 7.343817
369.5, 7.007428, 7.070957, 7.342952
369.6, 7.006457, 7.069343, 7.345231
369.7, 7.004639, 7.067199, 7.344237
369.8, 7.007428, 7.066784, 7.344427
369.9, 7.005511, 7.069008, 7.343487
370, 7.006427, 7.069148, 7.344641
370.1, 7.009777, 7.067319, 7.345691
370.2, 7.004885, 7.066704, 7.343462
370.3, 7.006197, 7.069678, 7.345621
370.4, 7.005976, 7.064826, 7.346625
370.5, 7.005135, 7.068798, 7.344796
370.6, 7.0088, 7.069972, 7.344017
370.7, 7.006132, 7.069683, 7.342758
370.8, 7.005155, 7.06562, 7.345701
370.9, 7.006747, 7.067829, 7.344322
371, 7.006061, 7.067864, 7.345261
371.1, 7.006848, 7.066105, 7.344986
371.2, 7.006807, 7.06532, 7.341753
371.3, 7.007288, 7.064656, 7.343987
371.4, 7.006432, 7.068448, 7.34757
371.5, 7.003718, 7.068928, 7.345521
371.6, 7.00492, 7.067679, 7.344477
371.7, 7.00533, 7.068618, 7.344561
371.8, 7.007664, 7.068638, 7.345401
371.9, 7.005135, 7.069213, 7.345971
372, 7.006111, 7.067314, 7.34641
372.1, 7.002577, 7.069373, 7.342753
372.2, 7.007829, 7.066574, 7.343812
372.3, 7.005571, 7.069798, 7.343372
372.4, 7.002672, 7.066055, 7.345206
372.5, 7.007599, 7.067339, 7.345646
372.6, 7.009166, 7.067489, 7.345971
372.7, 7.008004, 7.070067, 7.341703
372.8, 7.005951, 7.066599, 7.343322
372.9, 7.007714, 7.068238, 7.345011
373, 7.006342, 7.068423, 7.344042
373.1, 7.008355, 7.067439, 7.345151
373.2, 7.004519, 7.06562, 7.343142
373.3, 7.007493, 7.068623, 7.343792
373.4, 7.0052, 7.070457, 7.343752
373.5, 7.008104, 7.067109, 7.345721
373.6, 7.006106, 7.068183, 7.343872
373.7, 7.00897, 7.070192, 7.345631
373.8, 7.007378, 7.068843, 7.344826
373.9, 7.006262, 7.068588, 7.343552
374, 7.005135, 7.066275, 7.342118
374.1, 7.00536, 7.068838, 7.345381
374.2, 7.009061, 7.068218, 7.343302
374.3, 7.008064, 7.069038, 7.343297
374.4, 7.00531, 7.069248, 7.343737
374.5, 7.007293, 7.067744, 7.342748
374.6, 7.006898, 7.066824, 7.342448
374.7, 7.007118, 7.067609, 7.34627
374.8, 7.005375, 7.068668, 7.343342
374.9, 7.005135, 7.069148, 7.346126
375, 7.007393, 7.067469, 7.344487
375.1, 7.007789, 7.069103, 7.343557
375.2, 7.006272, 7.067704, 7.342578
375.3, 7.00828, 7.070487, 7.344192
375.4, 7.006031, 7.068223, 7.342053
375.5, 7.005881, 7.067524, 7.344561
375.6, 7.006502, 7.068248, 7.343262
375.7, 7.004159, 7.068648, 7.343172
375.8, 7.006106, 7.068763, 7.344377
375.9, 7.005661, 7.068863, 7.346031
376, 7.00482, 7.066909, 7.34728
376.1, 7.006467, 7.068104, 7.344641
376.2, 7.006307, 7.068608, 7.344387
376.3, 7.005621, 7.066774, 7.344477
376.4, 7.006642, 7.068188, 7.344696
376.5, 7.007068, 7.068893, 7.344152
376.6, 7.008044, 7.06631, 7.344087
376.7, 7.005691, 7.069817, 7.342478
376.8, 7.003758, 7.06512, 7.343992
376.9, 7.00517, 7.067839, 7.344457
377, 7.003633, 7.064451, 7.343962
377.1, 7.006137, 7.063636, 7.342653
377.2, 7.005926, 7.06643, 7.345351
377.3, 7.004579, 7.067959, 7.343417
377.4, 7.005621, 7.062357, 7.344796
377.5, 7.007559, 7.062697, 7.342927
377.6, 7.005446, 7.063097, 7.343742
377.7, 7.005506, 7.061528, 7.346855
377.8, 7.00849, 7.064885, 7.34653
377.9, 7.00498, 7.065915, 7.343612
378, 7.003668, 7.06502, 7.342438
378.1, 7.002937, 7.065825, 7.338565
378.2, 7.007333, 7.062727, 7.33857
378.3, 7.006407, 7.062052, 7.344616
378.4, 7.007964, 7.060783, 7.345511
378.5, 7.007173, 7.060118, 7.345296
378.6, 7.006507, 7.063591, 7.341029
378.7, 7.006167, 7.06497, 7.346245
378.8, 7.003868, 7.063361, 7.346071
378.9, 7.002612, 7.062777, 7.344586
379, 7.003603, 7.065405, 7.34667
379.1, 7.004119, 7.062147, 7.344182
379.2, 7.00518, 7.062752, 7.34755
379.3, 7.002927, 7.061557, 7.343987
379.4, 7.001826, 7.061278, 7.344237
379.5, 7.004069, 7.062872, 7.345106
379.6, 7.005961, 7.0649, 7.344257
379.7, 7.007163, 7.063506, 7.345231
379.8, 7.006322, 7.064056, 7.345426
379.9, 7.002822, 7.061932, 7.343162
380, 7.006101, 7.063162, 7.345651
380.1, 7.00883, 7.063226, 7.342838
380.2, 7.004184, 7.062752, 7.343132
380.3, 7.002727, 7.062642, 7.343787
380.4, 7.002547, 7.062982, 7.343577
380.5, 7.006988, 7.059844, 7.343837
380.6, 7.002276, 7.063391, 7.346091
380.7, 6.999637, 7.064351, 7.339809
380.8, 7.003938, 7.061592, 7.338495
380.9, 7.005125, 7.061178, 7.341348
381, 7.003097, 7.063321, 7.338555
381.1, 7.001555, 7.063406, 7.339789
381.2, 6.999447, 7.062412, 7.33886
381.3, 7.004384, 7.063386, 7.3387
381.4, 7.003087, 7.059384, 7.33869
381.5, 7.002241, 7.064191, 7.33846
381.6, 7.00153, 7.060728, 7.337231
381.7, 7.00179, 7.063027, 7.339505
381.8, 7.000534, 7.065175, 7.340224
381.9, 7.002657, 7.061762, 7.339994
382, 7.003418, 7.062237, 7.339345
382.1, 7.002386, 7.062297, 7.339909
382.2, 7.002647, 7.060018, 7.337166
382.3, 7.002261, 7.062017, 7.340249
382.4, 7.00121, 7.060918, 7.337271
382.5, 7.000183, 7.064331, 7.338275
382.6, 7.002356, 7.06532, 7.337291
382.7, 7.002081, 7.062327, 7.339684
382.8, 7.003087, 7.06647, 7.339559
382.9, 7.004224, 7.063656, 7.340419
383, 7.001956, 7.063022, 7.339889
383.1, 7.00158, 7.063466, 7.338895
383.2, 6.998541, 7.061837, 7.33826
383.3, 7.002887, 7.063092, 7.340264
383.4, 7.003388, 7.06488, 7.339614
383.5, 7.000709, 7.063646, 7.33899
383.6, 7.003543, 7.064116, 7.340189
383.7, 7.001375, 7.062947, 7.337491
383.8, 7.000078, 7.061897, 7.341543
383.9, 7.000809, 7.061383, 7.339549
384, 7.003678, 7.061687, 7.340644
384.1, 7.000919, 7.063836, 7.336017
384.2, 7.002537, 7.063531, 7.339954
384.3, 6.998656, 7.063286, 7.341393
384.4, 7.002456, 7.063761, 7.33952
384.5, 7.003027, 7.063706, 7.338425
384.6, 7.001165, 7.060653, 7.33821
384.7, 7.001575, 7.064046, 7.336921
384.8, 7.003338, 7.064501, 7.338915
384.9, 7.002752, 7.064226, 7.338945
385, 7.00121, 7.063167, 7.341268
385.1, 7.001435, 7.062112, 7.339979
385.2, 7.002446, 7.062192, 7.33813
385.3, 6.9982, 7.062267, 7.337181
385.4, 7.004004, 7.059634, 7.339455
385.5, 7.001435, 7.063331, 7.339919
385.6, 7.001275, 7.061732, 7.340119
385.7, 7.001911, 7.064136, 7.339584
385.8, 6.999958, 7.061557, 7.336501
385.9, 7.000474, 7.062102, 7.339
386, 7.002266, 7.061518, 7.3395
386.1, 7.000509, 7.063286, 7.338685
386.2, 7.004274, 7.062977, 7.335752
386.3, 7.002116, 7.063461, 7.337111
386.4, 7.003523, 7.061887, 7.339959
386.5, 7.000499, 7.062947, 7.3394
386.6, 7.002607, 7.062087, 7.340339
386.7, 7.001315, 7.066255, 7.33849
386.8, 7.003338, 7.064406, 7.339569
386.9, 7.000924, 7.063851, 7.337816
387, 7.004104, 7.064016, 7.340034
387.1, 7.002852, 7.062462, 7.339639
387.2, 7.001415, 7.059764, 7.340414
387.3, 7.004284, 7.062937, 7.337581
387.4, 7.005335, 7.058309, 7.33938
387.5, 7.002206, 7.062242, 7.337915
387.6, 7.000213, 7.063801, 7.339614
387.7, 7.001355, 7.062857, 7.336806
387.8, 7.002291, 7.061542, 7.336182
387.9, 7.002031, 7.062437, 7.336391
388, 7.003107, 7.062492, 7.337506
388.1, 7.003177, 7.061113, 7.33923
388.2, 7.000779, 7.061767, 7.336976
388.3, 7.000038, 7.062002, 7.33835
388.4, 7.003358, 7.060233, 7.339609
388.5, 7.000544, 7.062547, 7.339569
388.6, 7.00131, 7.064556, 7.341268
388.7, 6.999788, 7.06602, 7.339445
388.8, 7.002311, 7.062982, 7.33879
388.9, 7.003583, 7.064441, 7.340054
389, 7.004189, 7.064111, 7.33928
389.1, 7.001926, 7.063911, 7.33933
389.2, 7.001485, 7.059709, 7.33937
389.3, 7.002376, 7.063052, 7.339779
389.4, 7.002642, 7.060838, 7.339889
389.5, 6.999247, 7.062392, 7.336756
389.6, 6.999507, 7.060643, 7.33922
389.7, 7.002907, 7.065295, 7.340139
389.8, 7.002842, 7.062622, 7.33807
389.9, 7.003718, 7.064601, 7.337451
390, 7.004524, 7.062217, 7.340124
390.1, 7.00147, 7.061263, 7.338195
390.2, 7.00161, 7.060478, 7.339215
390.3, 7.002582, 7.060908, 7.339584
390.4, 6.999247, 7.055446, 7.341054
390.5, 7.002186, 7.063496, 7.340634
390.6, 7.004705, 7.054472, 7.337176
390.7, 7.00151, 7.062677, 7.340069
390.8, 6.999152, 7.056306, 7.336162
390.9, 7.0015, 7.060238, 7.337256
391, 7.002316, 7.060393, 7.339095
391.1, 6.998726, 7.058994, 7.342243
391.2, 7.003568, 7.05822, 7.33908
391.3, 7.00159, 7.057615, 7.340549
391.4, 7.003668, 7.057035, 7.336901
391.5, 7.000804, 7.057135, 7.340179
391.6, 6.997174, 7.055976, 7.340209
391.7, 6.996929, 7.05658, 7.33862
391.8, 6.997294, 7.058949, 7.33937
391.9, 7.002857, 7.05748, 7.33933
392, 7.00161, 7.059878, 7.339
392.1, 7.004379, 7.05706, 7.337841
392.2, 6.998045, 7.056945, 7.339225
392.3, 7.00127, 7.057495, 7.337871
392.4, 6.994956, 7.05799, 7.339
392.5, 7.002396, 7.05711, 7.337871
392.6, 7.000298, 7.058679, 7.340524
392.7, 6.999332, 7.058964, 7.33882
392.8, 6.999452, 7.057735, 7.340144
392.9, 7.002356, 7.059694, 7.33887
393, 6.995572, 7.055526, 7.337631
393.1, 6.997199, 7.055516, 7.337536
393.2, 6.996844, 7.0567, 7.338365
393.3, 6.996738, 7.058539, 7.33944
393.4, 6.993734, 7.056905, 7.33854
393.5, 6.998846, 7.059144, 7.336122
393.6, 6.994666, 7.056491, 7.337301
393.7, 6.998926, 7.055976, 7.340399
393.8, 6.996553, 7.058125, 7.335697
393.9, 6.99457, 7.058889, 7.337596
394, 6.994656, 7.059054, 7.340169
394.1, 6.996223, 7.05748, 7.337726
394.2, 6.997144, 7.056321, 7.339025
394.3, 6.995687, 7.058294, 7.33879
394.4, 6.994485, 7.056675, 7.33829
394.5, 6.99791, 7.05733, 7.338235
394.6, 6.995066, 7.056575, 7.33888
394.7, 6.99446, 7.056191, 7.340014
394.8, 6.999412, 7.058399, 7.33947
394.9, 6.994585, 7.056481, 7.337186
395, 6.999417, 7.055581, 7.332624
395.1, 6.995026, 7.055526, 7.335597
395.2, 6.994275, 7.055216, 7.337486
395.3, 6.999122, 7.058559, 7.331894
395.4, 6.998816, 7.058939, 7.334742
395.5, 6.995306, 7.056261, 7.334607
395.6, 6.995442, 7.058499, 7.334083
395.7, 6.999402, 7.05754, 7.333523
395.8, 6.996809, 7.058264, 7.333873
395.9, 6.995597, 7.054092, 7.334697
396, 6.997179, 7.056211, 7.333688
396.1, 6.995937, 7.056705, 7.332334
396.2, 6.997169, 7.060773, 7.333383
396.3, 6.998992, 7.061842, 7.332674
396.4, 6.997479, 7.058354, 7.333188
396.5, 6.997384, 7.058419, 7.332014
396.6, 6.993834, 7.058205, 7.335377
396.7, 6.997159, 7.060628, 7.332864
396.8, 6.995702, 7.057195, 7.331899
396.9, 6.998937, 7.056061, 7.332309
397, 6.998826, 7.058155, 7.334438
397.1, 6.995432, 7.055426, 7.333358
397.2, 6.993829, 7.060383, 7.335422
397.3, 6.994911, 7.056036, 7.335287
397.4, 6.998416, 7.054432, 7.333688
397.5, 6.997194, 7.058579, 7.332469
397.6, 6.996428, 7.060028, 7.335982
397.7, 6.996939, 7.058229, 7.334068
397.8, 6.997615, 7.05757, 7.334642
397.9, 6.996063, 7.05767, 7.335537
398, 6.996854, 7.056905, 7.331754
398.1, 6.998536, 7.059844, 7.336436
398.2, 6.995802, 7.055956, 7.331739
398.3, 6.997494, 7.05669, 7.335152
398.4, 6.997655, 7.057795, 7.335137
398.5, 6.997505, 7.057265, 7.333463
398.6, 6.998761, 7.057355, 7.333898
398.7, 6.997605, 7.059819, 7.33106
398.8, 6.99401, 7.057185, 7.332684
398.9, 6.998701, 7.05693, 7.332739
399, 6.994565, 7.056675, 7.333998
399.1, 6.996814, 7.060868, 7.333613
399.2, 6.996899, 7.05685, 7.333693
399.3, 6.996758, 7.057935, 7.334543
399.4, 6.995917, 7.057995, 7.33101
399.5, 6.996073, 7.057265, 7.333763
399.6, 6.995116, 7.05745, 7.332973
399.7, 6.998236, 7.054657, 7.332734
399.8, 6.994966, 7.055601, 7.334423
399.9, 6.99436, 7.055141, 7.336122
400, 6.996238, 7.055111, 7.334408
400.1, 6.994866, 7.057495, 7.334937
400.2, 6.9945, 7.057, 7.335977
400.3, 6.994415, 7.056466, 7.332014
400.4, 6.992372, 7.05676, 7.333773
400.5, 6.992743, 7.056765, 7.336376
400.6, 6.995447, 7.058369, 7.335232
400.7, 6.995757, 7.056511, 7.335462
400.8, 6.996854, 7.058259, 7.332869
400.9, 6.998145, 7.054247, 7.335017
401, 6.995927, 7.059694, 7.3309
401.1, 6.995802, 7.059948, 7.334198
401.2, 6.996733, 7.058304, 7.333028
401.3, 6.998396, 7.058689, 7.334882
401.4, 6.995622, 7.056386, 7.334533
401.5, 6.993439, 7.057875, 7.334203
401.6, 6.998276, 7.055666, 7.335487
401.7, 6.997595, 7.059129, 7.333918
401.8, 6.99761, 7.061672, 7.332719
401.9, 7.000759, 7.058884, 7.332604
402, 6.995952, 7.056376, 7.335182
402.1, 6.995362, 7.059554, 7.334722
402.2, 6.995597, 7.059824, 7.332264
402.3, 6.996578, 7.057625, 7.334098
402.4, 6.996799, 7.056546, 7.335087
402.5, 6.994881, 7.058264, 7.335067
402.6, 6.999758, 7.055196, 7.333228
402.7, 6.995847, 7.05818, 7.333708
402.8, 6.997444, 7.056486, 7.334103
402.9, 6.995091, 7.05657, 7.334203
403, 6.996718, 7.060863, 7.334682
403.1, 6.997009, 7.05789, 7.333253
403.2, 6.996298, 7.059789, 7.334682
403.3, 6.997229, 7.055506, 7.335367
403.4, 6.996138, 7.05793, 7.334927
403.5, 6.997394, 7.056391, 7.335322
403.6, 6.997865, 7.058369, 7.332899
403.7, 6.997019, 7.056366, 7.334582
403.8, 6.998411, 7.055181, 7.334018
403.9, 6.996844, 7.05744, 7.334453
404, 6.994265, 7.056765, 7.333563
404.1, 6.989674, 7.058794, 7.334118
404.2, 6.994751, 7.059874, 7.335077
404.3, 6.994585, 7.058394, 7.333733
404.4, 6.997164, 7.058015, 7.333173
404.5, 6.992452, 7.0573, 7.334852
404.6, 6.992257, 7.056396, 7.336666
404.7, 6.99412, 7.052083, 7.333158
404.8, 6.994425, 7.057025, 7.335132
404.9, 6.99432, 7.053897, 7.334553
405, 6.996278, 7.053677, 7.335272
405.1, 6.999412, 7.055146, 7.334912
405.2, 6.992227, 7.052833, 7.337216
405.3, 6.992873, 7.051204, 7.333943
405.4, 6.994385, 7.053512, 7.334358
405.5, 6.991536, 7.052663, 7.335032
405.6, 6.988096, 7.052653, 7.334073
405.7, 6.993709, 7.055131, 7.333703
405.8, 6.989128, 7.050604, 7.335487
405.9, 6.991176, 7.052048, 7.334513
406, 6.990785, 7.055116, 7.332069
406.1, 6.991371, 7.051524, 7.333558
406.2, 6.993354, 7.049805, 7.334198
406.3, 6.987956, 7.053807, 7.333413
406.4, 6.991241, 7.050174, 7.334657
406.5, 6.993349, 7.054577, 7.336157
406.6, 6.989734, 7.051434, 7.332309
406.7, 6.989714, 7.050089, 7.333353
406.8, 6.989358, 7.052983, 7.335402
406.9, 6.992908, 7.050924, 7.335677
407, 6.988872, 7.052978, 7.333678
407.1, 6.991176, 7.049905, 7.335022
407.2, 6.992362, 7.053622, 7.333133
407.3, 6.992543, 7.052038, 7.333288
407.4, 6.988512, 7.051489, 7.336581
407.5, 6.989293, 7.051434, 7.335567
407.6, 6.991061, 7.054692, 7.333728
407.7, 6.99048, 7.051499, 7.334582
407.8, 6.988913, 7.053078, 7.332619
407.9, 6.989503, 7.054052, 7.333968
408, 6.99069, 7.051089, 7.334842
408.1, 6.989624, 7.052043, 7.335287
408.2, 6.990975, 7.051489, 7.333928
408.3, 6.989518, 7.052568, 7.334023
408.4, 6.989348, 7.051564, 7.333193
408.5, 6.992708, 7.053023, 7.335117
408.6, 6.99091, 7.052188, 7.332779
408.7, 6.988963, 7.054522, 7.334298
408.8, 6.992723, 7.053832, 7.331859
408.9, 6.989844, 7.050719, 7.333638
409, 6.990279, 7.051833, 7.333693
409.1, 6.993123, 7.053752, 7.333433
409.2, 6.992462, 7.053153, 7.334553
409.3, 6.988963, 7.052873, 7.335487
409.4, 6.9942, 7.051648, 7.333663
409.5, 6.991767, 7.051299, 7.333138
409.6, 6.992483, 7.052503, 7.333883
409.7, 6.989724, 7.051823, 7.334333
409.8, 6.988527, 7.053282, 7.334872
409.9, 6.99058, 7.054472, 7.333868
410, 6.991621, 7.052708, 7.334328
410.1, 6.991601, 7.054112, 7.336511
410.2, 6.989283, 7.052963, 7.332889
410.3, 6.988883, 7.053118, 7.333068
410.4, 6.990685, 7.053208, 7.335947
410.5, 6.990745, 7.050609, 7.333033
410.6, 6.991351, 7.054847, 7.332904
410.7, 6.991126, 7.052688, 7.333343
410.8, 6.993194, 7.054507, 7.334942
410.9, 6.991827, 7.051608, 7.331115
411, 6.991606, 7.052208, 7.331864
411.1, 6.989879, 7.053342, 7.334473
411.2, 6.990034, 7.052998, 7.332849
411.3, 6.987025, 7.050204, 7.335037
411.4, 6.99067, 7.051983, 7.333838
411.5, 6.993504, 7.051663, 7.335677
411.6, 6.992758, 7.054467, 7.335072
411.7, 6.992057, 7.052118, 7.333463
411.8, 6.992337, 7.052003, 7.333148
411.9, 6.989343, 7.053093, 7.334787
412, 6.988562, 7.053902, 7.335862
412.1, 6.989308, 7.049535, 7.332744
412.2, 6.994716, 7.050884, 7.331869
412.3, 6.992713, 7.052123, 7.333643
412.4, 6.988632, 7.050889, 7.332299
412.5, 6.991731, 7.050454, 7.334637
412.6, 6.991837, 7.051833, 7.335337
412.7, 6.993409, 7.054287, 7.335072
412.8, 6.99058, 7.04955, 7.332889
412.9, 6.988732, 7.054702, 7.332744
413, 6.991706, 7.050879, 7.333463
413.1, 6.990189, 7.052958, 7.332749
413.2, 6.993519, 7.051359, 7.333233
413.3, 6.990675, 7.053867, 7.335147
413.4, 6.991972, 7.053667, 7.333668
413.5, 6.990074, 7.050989, 7.334627
413.6, 6.989128, 7.053452, 7.333098
413.7, 6.988597, 7.04964, 7.331519
413.8, 6.993279, 7.052623, 7.328571
413.9, 6.992112, 7.049735, 7.332139
414, 6.989659, 7.051623, 7.33021
414.1, 6.989734, 7.051349, 7.32967
414.2, 6.992422, 7.053078, 7.32979
414.3, 6.988807, 7.049969, 7.326068
414.4, 6.990725, 7.054257, 7.328696
414.5, 6.990149, 7.053068, 7.328991
414.6, 6.990845, 7.050609, 7.327986
414.7, 6.989754, 7.053098, 7.328031
414.8, 6.988847, 7.052408, 7.330085
414.9, 6.991101, 7.052038, 7.329086
415, 6.990219, 7.054777, 7.329316
415.1, 6.994791, 7.051504, 7.3304
415.2, 6.988552, 7.052828, 7.328091
