T, M, MD, MT
288.4, 7.042072, 7.099599, 7.374838
288.5, 7.040935, 7.0987, 7.377297
288.6, 7.043308, 7.100459, 7.374468
288.7, 7.042222, 7.09888, 7.375553
288.8, 7.043729, 7.099809, 7.375788
288.9, 7.043223, 7.097036, 7.374124
289, 7.042352, 7.097641, 7.376882
289.1, 7.041576, 7.09946, 7.378791
289.2, 7.041155, 7.099759, 7.376087
289.3, 7.041396, 7.095587, 7.379735
289.4, 7.041461, 7.096656, 7.377726
289.5, 7.043574, 7.097481, 7.378751
289.6, 7.045897, 7.096486, 7.377507
289.7, 7.042738, 7.09874, 7.375648
289.8, 7.041671, 7.095807, 7.377911
289.9, 7.040004, 7.096811, 7.377077
290, 7.042522, 7.096926, 7.377117
290.1, 7.043569, 7.095862, 7.376887
290.2, 7.043694, 7.096941, 7.373564
290.3, 7.041526, 7.092524, 7.377911
290.4, 7.043529, 7.093818, 7.377397
290.5, 7.042938, 7.095247, 7.376687
290.6, 7.043213, 7.095252, 7.375553
290.7, 7.041476, 7.092799, 7.375168
290.8, 7.040324, 7.093023, 7.376257
290.9, 7.038071, 7.094348, 7.375613
291, 7.036974, 7.096711, 7.377057
291.1, 7.039032, 7.095412, 7.373979
291.2, 7.04464, 7.091444, 7.374209
291.3, 7.036509, 7.094178, 7.374184
291.4, 7.038542, 7.093168, 7.376502
291.5, 7.036809, 7.093393, 7.375168
291.6, 7.037415, 7.094832, 7.377272
291.7, 7.037806, 7.091849, 7.373149
291.8, 7.032228, 7.097256, 7.376092
291.9, 7.036153, 7.094498, 7.376877
292, 7.037125, 7.092049, 7.375113
292.1, 7.038872, 7.094243, 7.374378
292.2, 7.036814, 7.091549, 7.375673
292.3, 7.037811, 7.093858, 7.374783
292.4, 7.036158, 7.094892, 7.377557
292.5, 7.038031, 7.096616, 7.375078
292.6, 7.037645, 7.092854, 7.376522
292.7, 7.037701, 7.094942, 7.373879
292.8, 7.037871, 7.092134, 7.375918
292.9, 7.037475, 7.095617, 7.374903
293, 7.039438, 7.093403, 7.374753
293.1, 7.034651, 7.093883, 7.378506
293.2, 7.037425, 7.092649, 7.377412
293.3, 7.037345, 7.093023, 7.373619
293.4, 7.039178, 7.097051, 7.376202
293.5, 7.034766, 7.098765, 7.374898
293.6, 7.038056, 7.093848, 7.376922
293.7, 7.040449, 7.092774, 7.375243
293.8, 7.040004, 7.091634, 7.376127
293.9, 7.039853, 7.092064, 7.379181
294, 7.040289, 7.092689, 7.377342
294.1, 7.038311, 7.093228, 7.375298
294.2, 7.035933, 7.096491, 7.376902
294.3, 7.036238, 7.092229, 7.375308
294.4, 7.037806, 7.093063, 7.375713
294.5, 7.039949, 7.095142, 7.373544
294.6, 7.03713, 7.093313, 7.375838
294.7, 7.037405, 7.094972, 7.377217
294.8, 7.038391, 7.094203, 7.376252
294.9, 7.039183, 7.094118, 7.377057
295, 7.038381, 7.092899, 7.377691
295.1, 7.03761, 7.09011, 7.377012
295.2, 7.040004, 7.093643, 7.380555
295.3, 7.036033, 7.093973, 7.376902
295.4, 7.037816, 7.096062, 7.375962
295.5, 7.038036, 7.095027, 7.373574
295.6, 7.038236, 7.096072, 7.377417
295.7, 7.037971, 7.096187, 7.375778
295.8, 7.037545, 7.093843, 7.376317
295.9, 7.039678, 7.093128, 7.375698
296, 7.038472, 7.095817, 7.374863
296.1, 7.041556, 7.094608, 7.376522
296.2, 7.036444, 7.092514, 7.377841
296.3, 7.04096, 7.094802, 7.375203
296.4, 7.036504, 7.093588, 7.375358
296.5, 7.035452, 7.095247, 7.377147
296.6, 7.039738, 7.095757, 7.374848
296.7, 7.037801, 7.095102, 7.374313
296.8, 7.035558, 7.092789, 7.376547
296.9, 7.036995, 7.092634, 7.375343
297, 7.038832, 7.094593, 7.375693
297.1, 7.037395, 7.095252, 7.374119
297.2, 7.038131, 7.094573, 7.377711
297.3, 7.04064, 7.089361, 7.377676
297.4, 7.03741, 7.093243, 7.377162
297.5, 7.035668, 7.094513, 7.376327
297.6, 7.042437, 7.094707, 7.375088
297.7, 7.035873, 7.093808, 7.375758
297.8, 7.039263, 7.095162, 7.377052
297.9, 7.037786, 7.094093, 7.373724
298, 7.038837, 7.094722, 7.377287
298.1, 7.039869, 7.091944, 7.375898
298.2, 7.037265, 7.093688, 7.375648
298.3, 7.036163, 7.095582, 7.37151
298.4, 7.038722, 7.094383, 7.371545
298.5, 7.038907, 7.094068, 7.371545
298.6, 7.03731, 7.093228, 7.370976
298.7, 7.036954, 7.096022, 7.370936
298.8, 7.037055, 7.095182, 7.369766
298.9, 7.036233, 7.096037, 7.37182
299, 7.036389, 7.095447, 7.370036
299.1, 7.038702, 7.094048, 7.369237
299.2, 7.037545, 7.088981, 7.370481
299.3, 7.037941, 7.094687, 7.372135
299.4, 7.040019, 7.094338, 7.369147
299.5, 7.03732, 7.092904, 7.368782
299.6, 7.034451, 7.094882, 7.370551
299.7, 7.03705, 7.092354, 7.372435
299.8, 7.040304, 7.093068, 7.371455
299.9, 7.036434, 7.088916, 7.370381
300, 7.036739, 7.087987, 7.369536
300.1, 7.041391, 7.089945, 7.370236
300.2, 7.038216, 7.086847, 7.37124
300.3, 7.037255, 7.086667, 7.368237
300.4, 7.038767, 7.086098, 7.373954
300.5, 7.036329, 7.088981, 7.37233
300.6, 7.037951, 7.087317, 7.371045
300.7, 7.033995, 7.086772, 7.370431
300.8, 7.035823, 7.089386, 7.371
300.9, 7.035603, 7.086862, 7.370631
301, 7.038547, 7.090725, 7.370971
301.1, 7.036729, 7.090535, 7.372764
301.2, 7.035578, 7.09019, 7.370306
301.3, 7.037881, 7.087392, 7.371725
301.4, 7.035257, 7.09034, 7.372215
301.5, 7.038406, 7.090315, 7.368042
301.6, 7.036093, 7.09009, 7.371635
301.7, 7.038777, 7.086552, 7.369042
301.8, 7.039643, 7.088401, 7.371105
301.9, 7.040645, 7.088041, 7.370701
302, 7.038006, 7.092519, 7.372065
302.1, 7.034035, 7.088471, 7.370901
302.2, 7.035022, 7.087932, 7.37242
302.3, 7.035943, 7.092149, 7.372065
302.4, 7.038632, 7.088646, 7.370711
302.5, 7.037891, 7.088381, 7.368487
302.6, 7.039042, 7.09031, 7.37137
302.7, 7.037235, 7.091369, 7.3713
302.8, 7.037245, 7.091369, 7.372684
302.9, 7.039198, 7.088351, 7.37139
303, 7.038682, 7.088776, 7.371385
303.1, 7.039853, 7.088516, 7.371575
303.2, 7.03702, 7.088826, 7.37198
303.3, 7.035878, 7.090085, 7.370091
303.4, 7.036344, 7.088756, 7.371155
303.5, 7.038246, 7.086747, 7.370541
303.6, 7.038527, 7.088916, 7.370706
303.7, 7.039583, 7.089765, 7.37141
303.8, 7.037846, 7.092289, 7.367423
303.9, 7.037706, 7.087117, 7.371395
304, 7.038807, 7.088636, 7.371805
304.1, 7.038517, 7.089621, 7.37225
304.2, 7.037395, 7.086587, 7.370256
304.3, 7.039343, 7.088021, 7.368797
304.4, 7.038346, 7.087912, 7.368237
304.5, 7.04067, 7.089461, 7.37157
304.6, 7.037701, 7.092379, 7.371545
304.7, 7.038977, 7.091055, 7.3717
304.8, 7.036263, 7.09037, 7.368122
304.9, 7.035247, 7.087332, 7.369711
305, 7.039418, 7.089491, 7.37167
305.1, 7.03756, 7.088251, 7.370866
305.2, 7.036899, 7.089276, 7.369791
305.3, 7.039027, 7.092029, 7.370696
305.4, 7.037375, 7.091065, 7.369771
305.5, 7.037841, 7.086617, 7.371925
305.6, 7.03754, 7.087407, 7.372415
305.7, 7.037966, 7.089061, 7.369007
305.8, 7.040309, 7.09067, 7.371785
305.9, 7.036939, 7.091035, 7.3715
306, 7.039047, 7.09058, 7.370746
306.1, 7.03711, 7.088686, 7.369042
306.2, 7.037375, 7.088471, 7.3716
306.3, 7.035437, 7.089301, 7.369471
306.4, 7.036614, 7.087952, 7.37182
306.5, 7.038757, 7.087562, 7.369926
306.6, 7.035507, 7.087462, 7.370541
306.7, 7.040129, 7.08973, 7.370181
306.8, 7.038667, 7.088056, 7.373059
306.9, 7.039373, 7.085978, 7.369791
307, 7.032303, 7.092774, 7.371715
307.1, 7.031512, 7.09034, 7.3725
307.2, 7.035072, 7.091999, 7.371195
307.3, 7.034561, 7.087417, 7.369471
307.4, 7.032068, 7.087152, 7.370376
307.5, 7.032478, 7.087812, 7.369606
307.6, 7.03404, 7.086298, 7.37175
307.7, 7.031988, 7.087007, 7.372754
307.8, 7.030911, 7.086782, 7.370686
307.9, 7.031742, 7.088011, 7.371415
308, 7.033485, 7.085393, 7.370891
308.1, 7.03049, 7.089496, 7.372265
308.2, 7.032929, 7.09097, 7.370901
308.3, 7.034942, 7.089241, 7.368392
308.4, 7.034811, 7.089456, 7.37213
308.5, 7.032724, 7.087202, 7.370736
308.6, 7.036374, 7.088086, 7.370486
308.7, 7.03376, 7.091984, 7.369891
308.8, 7.034556, 7.087427, 7.368727
308.9, 7.030831, 7.089046, 7.371325
309, 7.029619, 7.089591, 7.37108
309.1, 7.030881, 7.089011, 7.369746
309.2, 7.033364, 7.088326, 7.370206
309.3, 7.034201, 7.088926, 7.370436
309.4, 7.034131, 7.089176, 7.370661
309.5, 7.035598, 7.089805, 7.370946
309.6, 7.032874, 7.090915, 7.368682
309.7, 7.033074, 7.091994, 7.37155
309.8, 7.03362, 7.086472, 7.367378
309.9, 7.034351, 7.089521, 7.364834
310, 7.035317, 7.088716, 7.367553
310.1, 7.034691, 7.088821, 7.367263
310.2, 7.034476, 7.09023, 7.365904
310.3, 7.032894, 7.087877, 7.367518
310.4, 7.034796, 7.088921, 7.365434
310.5, 7.030526, 7.088686, 7.366098
310.6, 7.029434, 7.087967, 7.366018
310.7, 7.031552, 7.086937, 7.367043
310.8, 7.03342, 7.088336, 7.364764
310.9, 7.034511, 7.088971, 7.367413
311, 7.03407, 7.087827, 7.365879
311.1, 7.033314, 7.088176, 7.364894
311.2, 7.032388, 7.089296, 7.365289
311.3, 7.031657, 7.088641, 7.364409
311.4, 7.033164, 7.087647, 7.364534
311.5, 7.034341, 7.088386, 7.364355
311.6, 7.032709, 7.088141, 7.364569
311.7, 7.032153, 7.08997, 7.365164
311.8, 7.032684, 7.089536, 7.365049
311.9, 7.03387, 7.088751, 7.367932
312, 7.032684, 7.086997, 7.366848
312.1, 7.034181, 7.087162, 7.366518
312.2, 7.032208, 7.088891, 7.367922
312.3, 7.034406, 7.086872, 7.366468
312.4, 7.033825, 7.086832, 7.365439
312.5, 7.02995, 7.086542, 7.366633
312.6, 7.034236, 7.086722, 7.364874
312.7, 7.031672, 7.085103, 7.366438
312.8, 7.036183, 7.087397, 7.364844
312.9, 7.030996, 7.084644, 7.363675
313, 7.031121, 7.084813, 7.367043
313.1, 7.032689, 7.081236, 7.366443
313.2, 7.031687, 7.082825, 7.364764
313.3, 7.030821, 7.08195, 7.365684
313.4, 7.032253, 7.08149, 7.364809
313.5, 7.032749, 7.084014, 7.365554
313.6, 7.032058, 7.085143, 7.363925
313.7, 7.033264, 7.082985, 7.364135
313.8, 7.029935, 7.084449, 7.366958
313.9, 7.034356, 7.081376, 7.364669
314, 7.034241, 7.084094, 7.367353
314.1, 7.033259, 7.083184, 7.365854
314.2, 7.031817, 7.08278, 7.366763
314.3, 7.032008, 7.085713, 7.36414
314.4, 7.034461, 7.084898, 7.365984
314.5, 7.031201, 7.084703, 7.367028
314.6, 7.034116, 7.084204, 7.366763
314.7, 7.03713, 7.083939, 7.367483
314.8, 7.031872, 7.083334, 7.364709
314.9, 7.036168, 7.086068, 7.364434
315, 7.032353, 7.088961, 7.366053
315.1, 7.032343, 7.088081, 7.366338
315.2, 7.027596, 7.087547, 7.368042
315.3, 7.030956, 7.088231, 7.366738
315.4, 7.029609, 7.088486, 7.365104
315.5, 7.03052, 7.086772, 7.36308
315.6, 7.033114, 7.087012, 7.364859
315.7, 7.034826, 7.09035, 7.367388
315.8, 7.032248, 7.084773, 7.367533
315.9, 7.032964, 7.084733, 7.366868
316, 7.031627, 7.086362, 7.367063
316.1, 7.032638, 7.086647, 7.367583
316.2, 7.033289, 7.083035, 7.365104
316.3, 7.031507, 7.08272, 7.366108
316.4, 7.032068, 7.083559, 7.365469
316.5, 7.032749, 7.083089, 7.365439
316.6, 7.032704, 7.084509, 7.365524
316.7, 7.030485, 7.082575, 7.366378
316.8, 7.033169, 7.083544, 7.368047
316.9, 7.03014, 7.080671, 7.364474
317, 7.032063, 7.083739, 7.366458
317.1, 7.032699, 7.08303, 7.366303
317.2, 7.033234, 7.084344, 7.365559
317.3, 7.034331, 7.085608, 7.364185
317.4, 7.032714, 7.082655, 7.365699
317.5, 7.032228, 7.082285, 7.366513
317.6, 7.032218, 7.085163, 7.366453
317.7, 7.033224, 7.083434, 7.364499
317.8, 7.031226, 7.085378, 7.364879
317.9, 7.034987, 7.082695, 7.367433
318, 7.032358, 7.082755, 7.365709
318.1, 7.032759, 7.087147, 7.367148
318.2, 7.033865, 7.08246, 7.366963
318.3, 7.033425, 7.082635, 7.367153
318.4, 7.03341, 7.084094, 7.365649
318.5, 7.030536, 7.0815, 7.364829
318.6, 7.033384, 7.085603, 7.363525
318.7, 7.033675, 7.084154, 7.365704
318.8, 7.031927, 7.08253, 7.365429
318.9, 7.032573, 7.082485, 7.365804
319, 7.037385, 7.086557, 7.367737
319.1, 7.031827, 7.083129, 7.36367
319.2, 7.034811, 7.0823, 7.364374
319.3, 7.035222, 7.080001, 7.365884
319.4, 7.030385, 7.085573, 7.364534
319.5, 7.032148, 7.080746, 7.365904
319.6, 7.033089, 7.083634, 7.366268
319.7, 7.031802, 7.081051, 7.367208
319.8, 7.032543, 7.083809, 7.366393
319.9, 7.029109, 7.086777, 7.366688
320, 7.03039, 7.085548, 7.365649
320.1, 7.0335, 7.079946, 7.365459
320.2, 7.028498, 7.082155, 7.363375
320.3, 7.032709, 7.083025, 7.365859
320.4, 7.033279, 7.0819, 7.366438
320.5, 7.034601, 7.08259, 7.363545
320.6, 7.03015, 7.081885, 7.365399
320.7, 7.032538, 7.080426, 7.360047
320.8, 7.02996, 7.083764, 7.360762
320.9, 7.028107, 7.08166, 7.358598
321, 7.032168, 7.080721, 7.360147
321.1, 7.031096, 7.083159, 7.361151
321.2, 7.02991, 7.083659, 7.361431
321.3, 7.030796, 7.087402, 7.360357
321.4, 7.026495, 7.086687, 7.360417
321.5, 7.025774, 7.084144, 7.359822
321.6, 7.030886, 7.080781, 7.358603
321.7, 7.027621, 7.083249, 7.360287
321.8, 7.027571, 7.085073, 7.361726
321.9, 7.024853, 7.079946, 7.359842
322, 7.029895, 7.08288, 7.363035
322.1, 7.027937, 7.085518, 7.360507
322.2, 7.024562, 7.082645, 7.360147
322.3, 7.02651, 7.083369, 7.360752
322.4, 7.028262, 7.084009, 7.360087
322.5, 7.024262, 7.085288, 7.360127
322.6, 7.026715, 7.085473, 7.360227
322.7, 7.027271, 7.083514, 7.361356
322.8, 7.028518, 7.085813, 7.359313
322.9, 7.028738, 7.083394, 7.355785
323, 7.027216, 7.082585, 7.362681
323.1, 7.02627, 7.084514, 7.359238
323.2, 7.025869, 7.083924, 7.362371
323.3, 7.026129, 7.083649, 7.361141
323.4, 7.027146, 7.083419, 7.360332
323.5, 7.025183, 7.085278, 7.360702
323.6, 7.031166, 7.085413, 7.360152
323.7, 7.02649, 7.084988, 7.358578
323.8, 7.028533, 7.08281, 7.360927
323.9, 7.027156, 7.086552, 7.360017
324, 7.026325, 7.084259, 7.359083
324.1, 7.027371, 7.083709, 7.362156
324.2, 7.026505, 7.084194, 7.359442
324.3, 7.028978, 7.080226, 7.361186
324.4, 7.027466, 7.084524, 7.361661
324.5, 7.027917, 7.08258, 7.361491
324.6, 7.027046, 7.086298, 7.361047
324.7, 7.027937, 7.084634, 7.360927
324.8, 7.027331, 7.081196, 7.360662
324.9, 7.026295, 7.083005, 7.359932
325, 7.025278, 7.084549, 7.359263
325.1, 7.028032, 7.082585, 7.359812
325.2, 7.027421, 7.084738, 7.360507
325.3, 7.028623, 7.085238, 7.358513
325.4, 7.028953, 7.085273, 7.360377
325.5, 7.026039, 7.086058, 7.359842
325.6, 7.025849, 7.082655, 7.358733
325.7, 7.025499, 7.083594, 7.360962
325.8, 7.025283, 7.083184, 7.359667
325.9, 7.027391, 7.087712, 7.360817
326, 7.027987, 7.085013, 7.362955
326.1, 7.024517, 7.083439, 7.360537
326.2, 7.024162, 7.085758, 7.360512
326.3, 7.028698, 7.083544, 7.359827
326.4, 7.027566, 7.082625, 7.356459
326.5, 7.027822, 7.085128, 7.360982
326.6, 7.028533, 7.083484, 7.361391
326.7, 7.025644, 7.083944, 7.360712
326.8, 7.031101, 7.080571, 7.359133
326.9, 7.025909, 7.079602, 7.362231
327, 7.027631, 7.079766, 7.360442
327.1, 7.03, 7.079976, 7.360217
327.2, 7.028548, 7.08297, 7.359807
327.3, 7.025544, 7.079302, 7.361101
327.4, 7.025473, 7.078152, 7.361751
327.5, 7.028267, 7.080791, 7.359328
327.6, 7.027977, 7.079417, 7.362061
327.7, 7.028207, 7.078122, 7.358778
327.8, 7.027957, 7.079557, 7.359003
327.9, 7.028027, 7.078732, 7.360257
328, 7.029048, 7.080706, 7.360182
328.1, 7.025093, 7.079457, 7.361511
328.2, 7.027957, 7.078162, 7.360012
328.3, 7.027206, 7.078702, 7.360322
328.4, 7.025854, 7.076009, 7.361037
328.5, 7.027361, 7.083599, 7.361686
328.6, 7.027767, 7.076793, 7.358333
328.7, 7.02692, 7.076993, 7.358993
328.8, 7.028963, 7.081356, 7.359757
328.9, 7.027346, 7.078462, 7.359952
329, 7.02679, 7.077773, 7.359962
329.1, 7.026194, 7.078172, 7.362651
329.2, 7.026325, 7.079442, 7.361246
329.3, 7.027546, 7.080026, 7.361161
329.4, 7.028312, 7.078217, 7.359298
329.5, 7.029008, 7.077683, 7.362666
329.6, 7.02648, 7.077288, 7.360867
329.7, 7.028838, 7.079362, 7.360217
329.8, 7.027121, 7.077258, 7.360382
329.9, 7.026555, 7.076424, 7.360332
330, 7.028433, 7.078327, 7.359817
330.1, 7.024998, 7.076134, 7.360937
330.2, 7.026119, 7.077868, 7.356929
330.3, 7.026265, 7.077588, 7.361926
330.4, 7.029394, 7.078817, 7.359597
330.5, 7.023786, 7.080191, 7.360657
330.6, 7.027842, 7.078652, 7.361746
330.7, 7.02294, 7.080971, 7.359452
330.8, 7.024352, 7.079142, 7.361091
330.9, 7.026295, 7.079811, 7.360577
331, 7.024963, 7.078357, 7.360477
331.1, 7.020917, 7.077633, 7.358903
331.2, 7.022885, 7.078267, 7.359812
331.3, 7.023836, 7.081735, 7.361091
331.4, 7.01907, 7.076633, 7.361236
331.5, 7.0192, 7.077513, 7.361246
331.6, 7.024707, 7.081026, 7.358433
331.7, 7.023721, 7.076838, 7.361017
331.8, 7.023045, 7.077238, 7.359762
331.9, 7.02306, 7.079472, 7.360317
332, 7.02279, 7.079796, 7.359183
332.1, 7.023516, 7.077703, 7.361166
332.2, 7.021288, 7.077148, 7.357813
332.3, 7.020196, 7.079092, 7.358578
332.4, 7.01934, 7.080466, 7.359977
332.5, 7.021598, 7.075234, 7.359942
332.6, 7.021218, 7.079212, 7.360507
332.7, 7.022479, 7.078187, 7.360402
332.8, 7.021538, 7.079756, 7.360352
332.9, 7.021588, 7.079092, 7.359358
333, 7.022509, 7.077538, 7.358238
333.1, 7.023616, 7.078412, 7.361861
333.2, 7.022079, 7.078877, 7.361756
333.3, 7.025569, 7.078028, 7.358573
333.4, 7.024167, 7.080911, 7.362591
333.5, 7.024823, 7.080866, 7.361261
333.6, 7.021353, 7.078502, 7.359517
333.7, 7.021157, 7.076778, 7.361156
333.8, 7.023716, 7.078667, 7.360692
333.9, 7.024557, 7.078692, 7.360562
334, 7.020947, 7.079637, 7.355115
334.1, 7.02277, 7.080846, 7.356779
334.2, 7.020627, 7.075899, 7.354725
334.3, 7.022184, 7.078082, 7.35565
334.4, 7.022675, 7.079637, 7.357009
334.5, 7.020922, 7.079032, 7.357184
334.6, 7.022219, 7.077538, 7.351767
334.7, 7.020176, 7.076498, 7.353221
334.8, 7.022194, 7.079142, 7.354351
334.9, 7.020777, 7.080636, 7.35489
335, 7.0227, 7.079282, 7.351477
335.1, 7.02294, 7.079372, 7.355085
335.2, 7.023235, 7.078667, 7.354071
335.3, 7.02312, 7.076758, 7.353531
335.4, 7.022449, 7.075849, 7.355465
335.5, 7.021052, 7.077363, 7.354331
335.6, 7.020987, 7.080576, 7.354655
335.7, 7.022044, 7.078622, 7.355835
335.8, 7.023075, 7.080486, 7.356199
335.9, 7.02318, 7.076893, 7.354381
336, 7.021783, 7.080106, 7.357314
336.1, 7.021298, 7.080461, 7.352607
336.2, 7.021828, 7.078757, 7.355325
336.3, 7.02315, 7.079122, 7.353686
336.4, 7.020141, 7.078257, 7.357569
336.5, 7.02302, 7.079002, 7.35484
336.6, 7.023411, 7.078812, 7.354765
336.7, 7.023501, 7.078252, 7.355195
336.8, 7.022464, 7.079976, 7.355205
336.9, 7.021162, 7.077368, 7.357134
337, 7.023876, 7.075549, 7.35543
337.1, 7.02288, 7.080071, 7.3545
337.2, 7.022289, 7.078772, 7.354455
337.3, 7.024097, 7.078632, 7.352577
337.4, 7.021818, 7.075089, 7.351507
337.5, 7.022675, 7.077213, 7.355865
337.6, 7.021909, 7.080571, 7.355185
337.7, 7.021788, 7.078122, 7.356304
337.8, 7.024637, 7.07313, 7.354011
337.9, 7.025093, 7.077428, 7.35584
338, 7.024412, 7.080301, 7.356
338.1, 7.022414, 7.074854, 7.357179
338.2, 7.02299, 7.074864, 7.357074
338.3, 7.021999, 7.079607, 7.355805
338.4, 7.022144, 7.071871, 7.35465
338.5, 7.023421, 7.072866, 7.355135
338.6, 7.01911, 7.07467, 7.355045
338.7, 7.01954, 7.073295, 7.354176
338.8, 7.021403, 7.072091, 7.353776
338.9, 7.023421, 7.071442, 7.354386
339, 7.023491, 7.073965, 7.354106
339.1, 7.023476, 7.071596, 7.355675
339.2, 7.023265, 7.072451, 7.357923
339.3, 7.02284, 7.074025, 7.355215
339.4, 7.025554, 7.075319, 7.353546
339.5, 7.023741, 7.074475, 7.35539
339.6, 7.021142, 7.074984, 7.356649
339.7, 7.022424, 7.073155, 7.35505
339.8, 7.023085, 7.072091, 7.353546
339.9, 7.021067, 7.073735, 7.35589
340, 7.023531, 7.072321, 7.356849
340.1, 7.022354, 7.068533, 7.35587
340.2, 7.021448, 7.071516, 7.353096
340.3, 7.021853, 7.072481, 7.35458
340.4, 7.019946, 7.073665, 7.35488
340.5, 7.020587, 7.071981, 7.35556
340.6, 7.025263, 7.075809, 7.35577
340.7, 7.01957, 7.072966, 7.357114
340.8, 7.019821, 7.070217, 7.35552
340.9, 7.02321, 7.073365, 7.355505
341, 7.02296, 7.074715, 7.354376
341.1, 7.020587, 7.07356, 7.355125
341.2, 7.024026, 7.073036, 7.356085
341.3, 7.022149, 7.071137, 7.352432
341.4, 7.021172, 7.075154, 7.354435
341.5, 7.019655, 7.073605, 7.35514
341.6, 7.019966, 7.071761, 7.357719
341.7, 7.024963, 7.072086, 7.353626
341.8, 7.021518, 7.075559, 7.353131
341.9, 7.025649, 7.072201, 7.356209
342, 7.024657, 7.076114, 7.35589
342.1, 7.022369, 7.071262, 7.352886
342.2, 7.017327, 7.073795, 7.354915
342.3, 7.01911, 7.071167, 7.354485
342.4, 7.01573, 7.072991, 7.35456
342.5, 7.021558, 7.07471, 7.35506
342.6, 7.01908, 7.071706, 7.354535
342.7, 7.023315, 7.072646, 7.35458
342.8, 7.018424, 7.071382, 7.356085
342.9, 7.014638, 7.071781, 7.35465
343, 7.016246, 7.071986, 7.355495
343.1, 7.016055, 7.072826, 7.35519
343.2, 7.021198, 7.07398, 7.355815
343.3, 7.017242, 7.072606, 7.35566
343.4, 7.017813, 7.07401, 7.35587
343.5, 7.015855, 7.072561, 7.35444
343.6, 7.018854, 7.072011, 7.35486
343.7, 7.01571, 7.070317, 7.353626
343.8, 7.017362, 7.074455, 7.355955
343.9, 7.018549, 7.07429, 7.357029
344, 7.015384, 7.07425, 7.355645
344.1, 7.014588, 7.074, 7.353956
344.2, 7.018549, 7.074275, 7.355895
344.3, 7.018093, 7.075959, 7.35489
344.4, 7.015354, 7.074919, 7.354421
344.5, 7.018334, 7.072831, 7.353071
344.6, 7.018339, 7.074745, 7.356994
344.7, 7.018364, 7.071092, 7.357454
344.8, 7.015264, 7.07338, 7.352637
344.9, 7.015705, 7.073091, 7.355385
345, 7.016636, 7.072511, 7.353791
345.1, 7.013887, 7.07324, 7.353821
345.2, 7.018253, 7.074255, 7.357634
345.3, 7.017608, 7.073955, 7.353431
345.4, 7.016511, 7.07368, 7.355435
345.5, 7.016005, 7.070492, 7.353966
345.6, 7.016, 7.071986, 7.355445
345.7, 7.015985, 7.074615, 7.354755
345.8, 7.017848, 7.074565, 7.356539
345.9, 7.017437, 7.071871, 7.355375
346, 7.018489, 7.07466, 7.3549
346.1, 7.016541, 7.073066, 7.353206
346.2, 7.017162, 7.073016, 7.353066
346.3, 7.018364, 7.071911, 7.352866
346.4, 7.018854, 7.07393, 7.352352
346.5, 7.017382, 7.071756, 7.351972
346.6, 7.015384, 7.07358, 7.351302
346.7, 7.013146, 7.073091, 7.348559
346.8, 7.017678, 7.075059, 7.348154
346.9, 7.019145, 7.074824, 7.350643
347, 7.016566, 7.071227, 7.349444
347.1, 7.018389, 7.072611, 7.351442
347.2, 7.014819, 7.071916, 7.347075
347.3, 7.016391, 7.071207, 7.350603
347.4, 7.015074, 7.073545, 7.349259
347.5, 7.019605, 7.07438, 7.350638
347.6, 7.014363, 7.073755, 7.350038
347.7, 7.016516, 7.071137, 7.349459
347.8, 7.015359, 7.07407, 7.350508
347.9, 7.017633, 7.072221, 7.349973
348, 7.017938, 7.07325, 7.350468
348.1, 7.01549, 7.072046, 7.350233
348.2, 7.016882, 7.074705, 7.349783
348.3, 7.01929, 7.074425, 7.349928
348.4, 7.015865, 7.072946, 7.349978
348.5, 7.018809, 7.0742, 7.350618
348.6, 7.020862, 7.072306, 7.348214
348.7, 7.016861, 7.07366, 7.34703
348.8, 7.016696, 7.073975, 7.347954
348.9, 7.017953, 7.07376, 7.349354
349, 7.018153, 7.073575, 7.350078
349.1, 7.017477, 7.07331, 7.349758
349.2, 7.017337, 7.072721, 7.347395
349.3, 7.013086, 7.071651, 7.350553
349.4, 7.01573, 7.074695, 7.34748
349.5, 7.016316, 7.069393, 7.350003
349.6, 7.017442, 7.072111, 7.350493
349.7, 7.012375, 7.074595, 7.348369
349.8, 7.012305, 7.074325, 7.347515
349.9, 7.016726, 7.074994, 7.351227
350, 7.016907, 7.075304, 7.349943
350.1, 7.01578, 7.071496, 7.349788
350.2, 7.018329, 7.074884, 7.349049
350.3, 7.01608, 7.075039, 7.350013
350.4, 7.013622, 7.073425, 7.350193
350.5, 7.016471, 7.072541, 7.349553
350.6, 7.016721, 7.073255, 7.350183
350.7, 7.017407, 7.07335, 7.349009
350.8, 7.015064, 7.071631, 7.34719
350.9, 7.017668, 7.076044, 7.349109
351, 7.018238, 7.074625, 7.348354
351.1, 7.016201, 7.072766, 7.351257
351.2, 7.020031, 7.07438, 7.348364
351.3, 7.015465, 7.072841, 7.350843
351.4, 7.016626, 7.074365, 7.347999
351.5, 7.020647, 7.073101, 7.349843
351.6, 7.020176, 7.074839, 7.348834
351.7, 7.016661, 7.07446, 7.351402
351.8, 7.017302, 7.07389, 7.348084
351.9, 7.015109, 7.075854, 7.347745
352, 7.017232, 7.071352, 7.350763
352.1, 7.016386, 7.07362, 7.348629
352.2, 7.017557, 7.07384, 7.352372
352.3, 7.018569, 7.072251, 7.349144
352.4, 7.016796, 7.070347, 7.351787
