T, PyD, PyDD, PyDT
516.700008, 8.19116, 8.055167, 8.12404
516.800008, 8.196187, 8.053628, 8.118479
516.900008, 8.195053, 8.055487, 8.123086
517.000008, 8.192979, 8.053713, 8.122881
517.100008, 8.194023, 8.055702, 8.123186
517.200008, 8.194433, 8.056331, 8.123241
517.300008, 8.195817, 8.053333, 8.123696
517.400008, 8.192744, 8.055262, 8.123486
517.500008, 8.194408, 8.055907, 8.12421
517.600008, 8.193873, 8.054782, 8.123361
517.700008, 8.194213, 8.054782, 8.122281
517.800008, 8.195542, 8.052114, 8.121212
517.900008, 8.193389, 8.053418, 8.123316
518.000008, 8.193968, 8.052049, 8.122202
518.100008, 8.193848, 8.054787, 8.121952
518.200008, 8.193184, 8.055047, 8.122851
518.300008, 8.196771, 8.054158, 8.119173
518.400008, 8.196217, 8.053808, 8.122481
518.500008, 8.194993, 8.053538, 8.121132
518.600008, 8.19865, 8.056536, 8.120897
518.700008, 8.195282, 8.053743, 8.122976
518.800008, 8.195777, 8.052384, 8.120188
518.900008, 8.196027, 8.055057, 8.121852
519.000008, 8.196197, 8.055142, 8.122316
519.100008, 8.195237, 8.053368, 8.121652
519.200008, 8.194108, 8.053213, 8.122416
519.300008, 8.193443, 8.055227, 8.122831
519.400008, 8.197196, 8.053188, 8.120822
519.500008, 8.195857, 8.054263, 8.120453
519.600008, 8.194253, 8.053878, 8.120982
519.700008, 8.195552, 8.051909, 8.122346
519.800008, 8.195592, 8.056096, 8.119968
519.900008, 8.196347, 8.052499, 8.121187
520.000008, 8.194978, 8.054642, 8.123036
520.100008, 8.197086, 8.055492, 8.123411
520.200008, 8.194238, 8.056306, 8.121722
520.300008, 8.193973, 8.053993, 8.121047
520.400008, 8.196307, 8.056206, 8.122067
520.500008, 8.197296, 8.054303, 8.125974
520.600008, 8.197216, 8.055452, 8.125979
520.700008, 8.196936, 8.051654, 8.129022
520.800008, 8.198435, 8.053338, 8.125045
520.900008, 8.196117, 8.053553, 8.127633
521.000008, 8.194533, 8.053503, 8.130322
521.100008, 8.195297, 8.052499, 8.129647
521.200008, 8.195597, 8.055327, 8.127518
521.300008, 8.197651, 8.053408, 8.126364
521.400008, 8.194013, 8.054258, 8.126939
521.500008, 8.195702, 8.053063, 8.127233
521.600008, 8.197686, 8.054657, 8.125979
521.700008, 8.195517, 8.051924, 8.126389
521.800008, 8.195297, 8.053213, 8.129917
521.900008, 8.195162, 8.054338, 8.126564
522.000008, 8.194048, 8.055267, 8.126384
522.100008, 8.195527, 8.056261, 8.126999
522.200008, 8.194638, 8.052519, 8.128498
522.300008, 8.195442, 8.053888, 8.128443
522.400008, 8.193923, 8.055467, 8.126514
522.500008, 8.193698, 8.052364, 8.126439
522.600008, 8.196397, 8.053998, 8.128593
522.700008, 8.197606, 8.053598, 8.126344
522.800008, 8.194438, 8.054427, 8.129302
522.900008, 8.195677, 8.051994, 8.128588
523.000008, 8.195837, 8.053268, 8.126764
523.100008, 8.193553, 8.053938, 8.125385
523.200008, 8.195467, 8.054363, 8.127209
523.300008, 8.194683, 8.053468, 8.127194
523.400008, 8.196222, 8.053458, 8.126524
523.500008, 8.194803, 8.054972, 8.126934
523.600008, 8.195922, 8.05833, 8.127204
523.700008, 8.194928, 8.057815, 8.126719
523.800008, 8.196776, 8.061753, 8.128098
523.900008, 8.195752, 8.060169, 8.127788
524.000008, 8.196492, 8.059619, 8.128623
524.100008, 8.194238, 8.058475, 8.127763
524.200008, 8.195332, 8.05885, 8.127383
524.300008, 8.194038, 8.059265, 8.126624
524.400008, 8.196831, 8.056751, 8.127483
524.500008, 8.194563, 8.057561, 8.127783
524.600008, 8.1994, 8.057491, 8.127428
524.700008, 8.193593, 8.058695, 8.12472
524.800008, 8.196097, 8.058395, 8.126539
524.900008, 8.194648, 8.057516, 8.126434
525.000008, 8.194808, 8.058655, 8.127174
525.100008, 8.197516, 8.060314, 8.129367
525.200008, 8.196382, 8.059115, 8.126459
525.300008, 8.197031, 8.05884, 8.127119
525.400008, 8.194108, 8.058985, 8.127109
525.500008, 8.200759, 8.056111, 8.127094
525.600008, 8.197386, 8.05789, 8.126474
525.700008, 8.201414, 8.060134, 8.130122
525.800008, 8.198995, 8.058335, 8.127119
525.900008, 8.201958, 8.059619, 8.127323
526.000008, 8.198465, 8.056776, 8.127748
526.100008, 8.19985, 8.059474, 8.126319
526.200008, 8.203258, 8.0587, 8.126589
526.300008, 8.200619, 8.061413, 8.128813
526.400008, 8.200519, 8.061218, 8.125824
526.500008, 8.19945, 8.060344, 8.128013
526.600008, 8.204147, 8.059095, 8.129237
526.700008, 8.199655, 8.05802, 8.125974
526.800008, 8.201664, 8.059479, 8.127448
526.900008, 8.200479, 8.060579, 8.128563
527.000008, 8.200764, 8.061078, 8.127448
527.100008, 8.200384, 8.059704, 8.127783
527.200008, 8.203347, 8.060234, 8.127788
527.300008, 8.202708, 8.059315, 8.125495
527.400008, 8.200015, 8.060329, 8.127343
527.500008, 8.1993, 8.05888, 8.126879
527.600008, 8.201189, 8.060574, 8.129477
527.700008, 8.200914, 8.058255, 8.127498
527.800008, 8.199405, 8.060424, 8.127199
527.900008, 8.201399, 8.061029, 8.12531
528.000008, 8.201903, 8.059195, 8.126724
528.100008, 8.200174, 8.059689, 8.127099
528.200008, 8.203108, 8.060204, 8.127084
528.300008, 8.202208, 8.058395, 8.127189
528.400008, 8.201519, 8.059794, 8.126829
528.500008, 8.200624, 8.059379, 8.127258
528.600008, 8.200634, 8.061313, 8.129077
528.700008, 8.200834, 8.057696, 8.127898
528.800008, 8.200714, 8.057676, 8.127728
528.900008, 8.201883, 8.05838, 8.128158
529.000008, 8.19948, 8.060689, 8.127408
529.100008, 8.201703, 8.060129, 8.129727
529.200008, 8.19895, 8.060469, 8.128068
529.300008, 8.1992, 8.059974, 8.130137
529.400008, 8.200824, 8.055842, 8.130327
529.500008, 8.201174, 8.0579, 8.133725
529.600008, 8.201019, 8.059984, 8.131926
529.700008, 8.200204, 8.059944, 8.13226
529.800008, 8.202668, 8.057351, 8.130721
529.900008, 8.203108, 8.060809, 8.131656
530.000008, 8.201868, 8.05786, 8.131716
530.100008, 8.200819, 8.05825, 8.130846
530.200008, 8.19957, 8.0587, 8.131951
530.300008, 8.202813, 8.05894, 8.13241
530.400008, 8.200884, 8.058995, 8.129987
530.500008, 8.19898, 8.057646, 8.130981
530.600008, 8.200694, 8.057576, 8.131046
530.700008, 8.202278, 8.060479, 8.133065
530.800008, 8.201978, 8.058825, 8.130831
530.900008, 8.200829, 8.059994, 8.132225
531.000008, 8.200094, 8.062533, 8.130531
531.100008, 8.199785, 8.058585, 8.132176
531.200008, 8.201274, 8.05847, 8.129427
531.300008, 8.201374, 8.05834, 8.132665
531.400008, 8.200819, 8.057326, 8.13258
531.500008, 8.202453, 8.05864, 8.130042
531.600008, 8.200094, 8.058955, 8.131381
531.700008, 8.201958, 8.060254, 8.128308
531.800008, 8.200384, 8.062328, 8.129207
531.900008, 8.201679, 8.063242, 8.130517
532.000008, 8.19946, 8.063817, 8.131311
532.100008, 8.201968, 8.06624, 8.133465
532.200008, 8.198605, 8.065161, 8.131761
532.300008, 8.200869, 8.063647, 8.134289
532.400008, 8.19993, 8.065601, 8.132345
532.500008, 8.200999, 8.065121, 8.13307
532.600008, 8.201723, 8.064107, 8.131896
532.700008, 8.19867, 8.064047, 8.130601
532.800008, 8.202353, 8.065121, 8.134479
532.900008, 8.197736, 8.064711, 8.13308
533.000008, 8.202113, 8.062697, 8.131616
533.100008, 8.19997, 8.067719, 8.13229
533.200008, 8.200844, 8.061828, 8.133145
533.300008, 8.199975, 8.062832, 8.13239
533.400008, 8.201409, 8.064711, 8.131076
533.500008, 8.202898, 8.065971, 8.132215
533.600008, 8.20001, 8.065711, 8.130037
533.700008, 8.200334, 8.062453, 8.131406
533.800008, 8.202303, 8.063472, 8.131526
533.900008, 8.201414, 8.064107, 8.131296
534.000008, 8.202218, 8.062618, 8.134124
534.100008, 8.204567, 8.06647, 8.132945
534.200008, 8.204662, 8.064561, 8.132136
534.300008, 8.206351, 8.064816, 8.129357
534.400008, 8.20697, 8.066135, 8.131071
534.500008, 8.206016, 8.063067, 8.131906
534.600008, 8.204722, 8.064961, 8.131366
534.700008, 8.204612, 8.064217, 8.13275
534.800008, 8.208354, 8.063947, 8.130407
534.900008, 8.207225, 8.064416, 8.1328
535.000008, 8.205601, 8.065856, 8.130482
535.100008, 8.205441, 8.063447, 8.131871
535.200008, 8.203048, 8.065111, 8.131146
535.300008, 8.201434, 8.063997, 8.13269
535.400008, 8.201893, 8.065531, 8.132116
535.500008, 8.202543, 8.063107, 8.130477
535.600008, 8.200729, 8.064117, 8.133565
535.700008, 8.19998, 8.064087, 8.131556
535.800008, 8.200064, 8.063287, 8.131761
535.900008, 8.200274, 8.064776, 8.131491
536.000008, 8.200199, 8.063302, 8.131701
536.100008, 8.199985, 8.062608, 8.131981
536.200008, 8.201344, 8.065141, 8.130811
536.300008, 8.19968, 8.062483, 8.130482
536.400008, 8.202033, 8.065596, 8.130212
536.500008, 8.200169, 8.066475, 8.130536
536.600008, 8.201853, 8.065761, 8.132066
536.700008, 8.201494, 8.064282, 8.130182
536.800008, 8.200974, 8.062483, 8.129687
536.900008, 8.201144, 8.063987, 8.131231
537.000008, 8.202198, 8.062103, 8.1333
537.100008, 8.19937, 8.063977, 8.133155
537.200008, 8.201469, 8.063042, 8.136653
537.300008, 8.201708, 8.062717, 8.135998
537.400008, 8.197446, 8.062393, 8.136708
537.500008, 8.202098, 8.06614, 8.136123
537.600008, 8.202593, 8.062887, 8.137617
537.700008, 8.202118, 8.062992, 8.136918
537.800008, 8.201359, 8.065426, 8.135988
537.900008, 8.203178, 8.065746, 8.137967
538.000008, 8.205356, 8.065471, 8.137202
538.100008, 8.205426, 8.063747, 8.137782
538.200008, 8.204917, 8.064486, 8.137317
538.300008, 8.207365, 8.064941, 8.137737
538.400008, 8.20666, 8.064601, 8.139351
538.500008, 8.205601, 8.065151, 8.135743
538.600008, 8.207705, 8.065686, 8.137392
538.700008, 8.20667, 8.064736, 8.134289
538.800008, 8.20711, 8.063132, 8.139546
538.900008, 8.206735, 8.065801, 8.136453
539.000008, 8.203772, 8.065226, 8.134474
539.100008, 8.204297, 8.064776, 8.136873
539.200008, 8.207215, 8.063217, 8.136268
539.300008, 8.206531, 8.065206, 8.134664
539.400008, 8.206471, 8.065206, 8.139096
539.500008, 8.208369, 8.066285, 8.136123
539.600008, 8.205426, 8.063587, 8.137482
539.700008, 8.205416, 8.062917, 8.134144
539.800008, 8.204602, 8.062463, 8.138517
539.900008, 8.207715, 8.063962, 8.135983
540.000008, 8.205706, 8.065691, 8.138042
540.100008, 8.204927, 8.065606, 8.137382
540.200008, 8.207375, 8.065811, 8.137627
540.300008, 8.206631, 8.06609, 8.136843
540.400008, 8.206276, 8.063427, 8.135778
540.500008, 8.205396, 8.064227, 8.137452
540.600008, 8.20762, 8.065271, 8.137667
540.700008, 8.2071, 8.063417, 8.137412
540.800008, 8.205001, 8.062343, 8.135459
540.900008, 8.204812, 8.062263, 8.138417
541.000008, 8.204307, 8.061653, 8.135863
541.100008, 8.205061, 8.064476, 8.137417
541.200008, 8.204782, 8.064831, 8.137028
541.300008, 8.204067, 8.067535, 8.134374
541.400008, 8.206311, 8.0663, 8.137547
541.500008, 8.208454, 8.067225, 8.136608
541.600008, 8.204127, 8.070328, 8.136283
541.700008, 8.207285, 8.068214, 8.135823
541.800008, 8.205106, 8.071162, 8.135009
541.900008, 8.207525, 8.067784, 8.136623
542.000008, 8.205476, 8.072407, 8.137917
542.100008, 8.206341, 8.069788, 8.137068
542.200008, 8.205656, 8.069139, 8.137088
542.300008, 8.204492, 8.069513, 8.136378
542.400008, 8.206051, 8.071732, 8.138257
542.500008, 8.205881, 8.072227, 8.137083
542.600008, 8.205951, 8.070598, 8.137352
542.700008, 8.205901, 8.068764, 8.137677
542.800008, 8.205556, 8.067774, 8.136398
542.900008, 8.206056, 8.070588, 8.136848
543.000008, 8.203807, 8.070513, 8.137512
543.100008, 8.205901, 8.072791, 8.136773
543.200008, 8.203063, 8.070388, 8.135893
543.300008, 8.208479, 8.070518, 8.134799
543.400008, 8.204327, 8.068139, 8.138152
543.500008, 8.207495, 8.071217, 8.137902
543.600008, 8.204297, 8.070343, 8.139111
543.700008, 8.205176, 8.069848, 8.135104
543.800008, 8.206825, 8.071702, 8.136918
543.900008, 8.208579, 8.067205, 8.136818
544.000008, 8.20808, 8.071537, 8.137492
544.100008, 8.206461, 8.070808, 8.137317
544.200008, 8.208075, 8.070982, 8.139481
544.300008, 8.206031, 8.069958, 8.136473
544.400008, 8.205206, 8.069833, 8.136443
544.500008, 8.204777, 8.068339, 8.135399
544.600008, 8.209159, 8.070003, 8.138092
544.700008, 8.20763, 8.070098, 8.138042
544.800008, 8.20716, 8.069788, 8.142669
544.900008, 8.204327, 8.069388, 8.141305
545.000008, 8.20791, 8.069024, 8.14148
545.100008, 8.205261, 8.068999, 8.144088
545.200008, 8.20695, 8.069079, 8.143749
545.300008, 8.205981, 8.068859, 8.141795
545.400008, 8.207205, 8.069214, 8.143659
545.500008, 8.207565, 8.069119, 8.14211
545.600008, 8.208754, 8.070693, 8.14198
545.700008, 8.204137, 8.070433, 8.14061
545.800008, 8.207205, 8.070163, 8.141515
545.900008, 8.206571, 8.070298, 8.142269
546.000008, 8.202293, 8.069333, 8.142299
546.100008, 8.205226, 8.068314, 8.141265
546.200008, 8.203672, 8.071267, 8.142769
546.300008, 8.206196, 8.06748, 8.142594
546.400008, 8.206795, 8.068509, 8.143299
546.500008, 8.206516, 8.070528, 8.144098
546.600008, 8.204712, 8.072082, 8.144628
546.700008, 8.207865, 8.068324, 8.141595
546.800008, 8.204832, 8.071182, 8.142524
546.900008, 8.206321, 8.070948, 8.145273
547.000008, 8.212482, 8.070428, 8.14204
547.100008, 8.208449, 8.069274, 8.142974
547.200008, 8.211802, 8.067395, 8.142354
547.300008, 8.212952, 8.065646, 8.142659
547.400008, 8.211323, 8.069358, 8.142334
547.500008, 8.211363, 8.071397, 8.142824
547.600008, 8.211158, 8.069948, 8.142969
547.700008, 8.210938, 8.06763, 8.141195
547.800008, 8.210798, 8.069518, 8.141285
547.900008, 8.209229, 8.068639, 8.142454
548.000008, 8.211608, 8.069343, 8.14091
548.100008, 8.210398, 8.068139, 8.142729
548.200008, 8.210838, 8.068579, 8.142219
548.300008, 8.208734, 8.070573, 8.141975
548.400008, 8.209874, 8.069753, 8.142874
548.500008, 8.212247, 8.068999, 8.142714
548.600008, 8.210778, 8.067934, 8.141055
548.700008, 8.212852, 8.072097, 8.141955
548.800008, 8.212327, 8.069788, 8.142424
548.900008, 8.212127, 8.069898, 8.143903
549.000008, 8.209809, 8.070528, 8.142919
549.100008, 8.213087, 8.067979, 8.14177
549.200008, 8.209914, 8.068674, 8.139561
549.300008, 8.212352, 8.068039, 8.142444
549.400008, 8.211627, 8.070268, 8.141715
549.500008, 8.211288, 8.067694, 8.140386
549.600008, 8.212317, 8.072017, 8.141955
549.700008, 8.210148, 8.070972, 8.142249
549.800008, 8.212632, 8.070328, 8.141195
549.900008, 8.214231, 8.071452, 8.142989
550.000008, 8.212842, 8.068314, 8.142149
550.100008, 8.213751, 8.067105, 8.14129
550.200008, 8.211028, 8.069034, 8.140885
550.300008, 8.212287, 8.070268, 8.139881
550.400008, 8.20753, 8.071297, 8.142654
550.500008, 8.212947, 8.071742, 8.14149
550.600008, 8.213586, 8.069938, 8.139676
550.700008, 8.212102, 8.069308, 8.143189
550.800008, 8.211617, 8.071372, 8.145552
550.900008, 8.210393, 8.070913, 8.144038
551.000008, 8.211273, 8.068459, 8.144923
551.100008, 8.211013, 8.068019, 8.142359
551.200008, 8.212977, 8.070748, 8.14113
551.300008, 8.20773, 8.069488, 8.14203
551.400008, 8.212342, 8.068389, 8.143054
551.500008, 8.212737, 8.070213, 8.143324
551.600008, 8.213581, 8.070628, 8.14132
551.700008, 8.212297, 8.067275, 8.143144
551.800008, 8.212032, 8.069533, 8.14174
551.900008, 8.212787, 8.068629, 8.142619
552.000008, 8.211957, 8.070488, 8.142035
552.100008, 8.214446, 8.074805, 8.139671
552.200008, 8.212127, 8.073701, 8.142204
552.300008, 8.209978, 8.074041, 8.142794
552.400008, 8.212952, 8.07524, 8.143044
552.500008, 8.210493, 8.074655, 8.143059
552.600008, 8.212302, 8.07577, 8.142724
552.700008, 8.210933, 8.0757, 8.1408
552.800008, 8.212227, 8.072472, 8.143154
552.900008, 8.211198, 8.072002, 8.139561
553.000008, 8.209754, 8.077394, 8.143034
553.100008, 8.213017, 8.07428, 8.141375
553.200008, 8.212477, 8.07519, 8.14089
553.300008, 8.213536, 8.073831, 8.142339
553.400008, 8.211907, 8.07588, 8.143124
553.500008, 8.212172, 8.077449, 8.143204
553.600008, 8.211727, 8.077489, 8.143554
553.700008, 8.211972, 8.073196, 8.142814
553.800008, 8.212567, 8.076464, 8.144423
553.900008, 8.210578, 8.0754, 8.146972
554.000008, 8.212962, 8.073811, 8.144843
554.100008, 8.211937, 8.078733, 8.145662
554.200008, 8.212602, 8.075095, 8.146822
554.300008, 8.212452, 8.071907, 8.147576
554.400008, 8.211702, 8.075105, 8.149345
554.500008, 8.211428, 8.07497, 8.147022
554.600008, 8.210803, 8.07592, 8.148081
554.700008, 8.213546, 8.073206, 8.146212
554.800008, 8.209729, 8.074675, 8.146832
554.900008, 8.209234, 8.073396, 8.148411
555.000008, 8.209709, 8.076139, 8.146682
555.100008, 8.211568, 8.078443, 8.148091
555.200008, 8.212022, 8.076104, 8.145373
555.300008, 8.212447, 8.075365, 8.146892
555.400008, 8.211997, 8.07492, 8.147032
555.500008, 8.214196, 8.076964, 8.145612
555.600008, 8.212997, 8.074885, 8.14987
555.700008, 8.210383, 8.074615, 8.148691
555.800008, 8.211613, 8.07495, 8.146172
555.900008, 8.208829, 8.074865, 8.146672
556.000008, 8.210523, 8.075915, 8.144358
556.100008, 8.209944, 8.073431, 8.14951
556.200008, 8.218009, 8.076589, 8.145482
556.300008, 8.21656, 8.074975, 8.146797
556.400008, 8.21568, 8.073251, 8.148466
556.500008, 8.216654, 8.072711, 8.148905
556.600008, 8.217049, 8.07539, 8.145607
556.700008, 8.217834, 8.07451, 8.148451
556.800008, 8.216659, 8.07478, 8.145263
556.900008, 8.215565, 8.076019, 8.147336
557.000008, 8.217079, 8.072572, 8.148146
557.100008, 8.216654, 8.07577, 8.147291
557.200008, 8.213716, 8.075949, 8.15005
557.300008, 8.214111, 8.073741, 8.147941
557.400008, 8.217634, 8.074026, 8.149185
557.500008, 8.211877, 8.074285, 8.146742
557.600008, 8.217514, 8.076084, 8.14894
557.700008, 8.216365, 8.073051, 8.148261
557.800008, 8.216689, 8.07583, 8.148041
557.900008, 8.21597, 8.076704, 8.147086
558.000008, 8.216385, 8.075265, 8.148865
558.100008, 8.214221, 8.075979, 8.146482
558.200008, 8.213891, 8.07447, 8.147936
558.300008, 8.21548, 8.074261, 8.145587
558.400008, 8.214806, 8.073476, 8.146697
558.500008, 8.217334, 8.077189, 8.146687
558.600008, 8.214606, 8.075425, 8.146922
558.700008, 8.216285, 8.075785, 8.148476
558.800008, 8.212497, 8.073806, 8.147676
558.900008, 8.213901, 8.076364, 8.148616
559.000008, 8.217724, 8.07568, 8.148536
559.100008, 8.21584, 8.074151, 8.150899
559.200008, 8.213481, 8.07513, 8.148126
559.300008, 8.217909, 8.076734, 8.145213
559.400008, 8.217074, 8.072666, 8.147941
559.500008, 8.215315, 8.075125, 8.147431
559.600008, 8.214916, 8.077688, 8.146217
559.700008, 8.217399, 8.076084, 8.150629
559.800008, 8.21527, 8.075895, 8.147681
559.900008, 8.21534, 8.074236, 8.147956
560.000008, 8.215735, 8.076729, 8.145472
560.100008, 8.216015, 8.07551, 8.145837
560.200008, 8.21648, 8.073676, 8.147136
560.300008, 8.217099, 8.077164, 8.145882
560.400008, 8.216445, 8.072612, 8.147196
560.500008, 8.216285, 8.074335, 8.144818
560.600008, 8.215125, 8.076419, 8.147801
560.700008, 8.216195, 8.07529, 8.148266
560.800008, 8.217354, 8.075385, 8.147456
560.900008, 8.213846, 8.072801, 8.145787
561.000008, 8.213651, 8.073296, 8.147126
561.100008, 8.214756, 8.077743, 8.145393
561.200008, 8.217359, 8.074585, 8.148501
561.300008, 8.217179, 8.072881, 8.147991
561.400008, 8.218104, 8.07539, 8.147806
561.500008, 8.216669, 8.074086, 8.148061
561.600008, 8.21643, 8.072861, 8.14943
561.700008, 8.21542, 8.073761, 8.147671
561.800008, 8.21517, 8.075595, 8.148611
561.900008, 8.214586, 8.076944, 8.146337
562.000008, 8.213212, 8.075205, 8.146537
562.100008, 8.214211, 8.074865, 8.1491
562.200008, 8.21545, 8.073656, 8.145887
562.300008, 8.215665, 8.075785, 8.148436
562.400008, 8.215805, 8.073756, 8.147261
562.500008, 8.214871, 8.0745, 8.146247
562.600008, 8.218503, 8.077409, 8.147861
562.700008, 8.213616, 8.079277, 8.145253
562.800008, 8.216609, 8.080137, 8.147936
562.900008, 8.21539, 8.079178, 8.148366
563.000008, 8.215985, 8.080327, 8.148875
563.100008, 8.213751, 8.081286, 8.146777
563.200008, 8.214201, 8.079967, 8.147241
563.300008, 8.213891, 8.080117, 8.1488
563.400008, 8.215255, 8.081531, 8.149315
563.500008, 8.214466, 8.079667, 8.145427
563.600008, 8.216105, 8.080267, 8.147621
563.700008, 8.215535, 8.082351, 8.146712
563.800008, 8.213661, 8.079972, 8.147341
563.900008, 8.214811, 8.078513, 8.1493
564.000008, 8.216839, 8.078933, 8.147171
564.100008, 8.21596, 8.080592, 8.147901
564.200008, 8.215025, 8.081141, 8.148111
564.300008, 8.21516, 8.081481, 8.147761
564.400008, 8.213366, 8.082041, 8.145907
564.500008, 8.216709, 8.080572, 8.14895
564.600008, 8.213646, 8.079237, 8.152458
564.700008, 8.214196, 8.078728, 8.146852
564.800008, 8.215335, 8.079208, 8.15004
564.900008, 8.21515, 8.081811, 8.154207
565.000008, 8.214906, 8.083435, 8.152733
565.100008, 8.217289, 8.081271, 8.154482
565.200008, 8.217889, 8.079113, 8.154252
565.300008, 8.213521, 8.079108, 8.152648
565.400008, 8.21648, 8.081406, 8.152158
565.500008, 8.217464, 8.079527, 8.151079
565.600008, 8.217269, 8.082006, 8.153058
565.700008, 8.215835, 8.077114, 8.150904
565.800008, 8.217084, 8.080572, 8.154737
565.900008, 8.213776, 8.081521, 8.153827
566.000008, 8.21539, 8.080077, 8.151549
566.100008, 8.215165, 8.079692, 8.14999
566.200008, 8.217639, 8.079862, 8.151864
566.300008, 8.213806, 8.079103, 8.153348
566.400008, 8.218124, 8.080652, 8.152323
566.500008, 8.214491, 8.079977, 8.154537
566.600008, 8.213661, 8.081146, 8.151939
566.700008, 8.217229, 8.080981, 8.151819
566.800008, 8.215975, 8.082096, 8.152088
566.900008, 8.21657, 8.079452, 8.153113
567.000008, 8.21522, 8.078573, 8.152648
567.100008, 8.215175, 8.081281, 8.153138
567.200008, 8.217019, 8.081756, 8.152163
567.300008, 8.217194, 8.080981, 8.153628
567.400008, 8.223156, 8.081436, 8.150634
567.500008, 8.223285, 8.083275, 8.152843
567.600008, 8.222011, 8.081506, 8.152808
567.700008, 8.220702, 8.081286, 8.151594
567.800008, 8.223166, 8.081161, 8.154232
567.900008, 8.222601, 8.079972, 8.154052
568.000008, 8.221032, 8.083085, 8.150919
568.100008, 8.221806, 8.080996, 8.153123
568.200008, 8.221796, 8.079422, 8.150774
568.300008, 8.222076, 8.078778, 8.154082
568.400008, 8.220117, 8.080981, 8.152933
568.500008, 8.222186, 8.079018, 8.14957
568.600008, 8.222106, 8.080682, 8.153118
568.700008, 8.222606, 8.080412, 8.154667
568.800008, 8.222356, 8.078533, 8.153588
568.900008, 8.220137, 8.079662, 8.152029
569.000008, 8.220947, 8.081711, 8.153118
569.100008, 8.220937, 8.079287, 8.153468
569.200008, 8.221606, 8.080692, 8.152438
569.300008, 8.221646, 8.079242, 8.151474
569.400008, 8.221641, 8.082061, 8.152148
569.500008, 8.220247, 8.080127, 8.150809
569.600008, 8.222016, 8.078538, 8.150729
569.700008, 8.221616, 8.079857, 8.151974
569.800008, 8.220067, 8.081551, 8.153538
569.900008, 8.219843, 8.079772, 8.154657
570.000008, 8.220792, 8.080567, 8.152168
570.100008, 8.221347, 8.079587, 8.152738
570.200008, 8.220572, 8.080112, 8.154182
570.300008, 8.220387, 8.078328, 8.154127
570.400008, 8.220922, 8.078623, 8.152143
570.500009, 8.220142, 8.078593, 8.152943
570.600009, 8.220082, 8.077484, 8.153438
570.700009, 8.22324, 8.080492, 8.152418
570.800009, 8.221002, 8.081731, 8.154882
570.900009, 8.221786, 8.080956, 8.150504
571.000009, 8.222776, 8.080147, 8.153193
571.100009, 8.220807, 8.077608, 8.152773
571.200009, 8.221242, 8.078203, 8.153393
571.300009, 8.222761, 8.080237, 8.151099
571.400009, 8.222226, 8.080961, 8.152153
571.500009, 8.221596, 8.080981, 8.152088
571.600009, 8.221107, 8.08376, 8.152408
571.700009, 8.220437, 8.086493, 8.153972
571.800009, 8.221936, 8.087088, 8.154447
571.900009, 8.221546, 8.086993, 8.153263
572.000009, 8.222106, 8.085948, 8.152808
572.100009, 8.222786, 8.086053, 8.154707
572.200009, 8.220297, 8.085898, 8.152493
572.300009, 8.220572, 8.08312, 8.152004
572.400009, 8.219748, 8.085704, 8.152983
572.500009, 8.216719, 8.086558, 8.151924
572.600009, 8.221517, 8.084444, 8.150984
572.700009, 8.221257, 8.085529, 8.153528
572.800009, 8.22371, 8.086878, 8.150999
572.900009, 8.222591, 8.087692, 8.152458
573.000009, 8.222906, 8.087438, 8.153148
573.100009, 8.221157, 8.082935, 8.152428
573.200009, 8.221916, 8.085439, 8.152078
573.300009, 8.22377, 8.087503, 8.152988
573.400009, 8.220247, 8.085359, 8.152963
573.500009, 8.223166, 8.086433, 8.152313
573.600009, 8.219897, 8.086298, 8.153098
573.700009, 8.225249, 8.085494, 8.154342
573.800009, 8.222461, 8.086873, 8.153353
573.900009, 8.219288, 8.086578, 8.154192
574.000009, 8.222426, 8.087333, 8.153428
574.100009, 8.222531, 8.084544, 8.15817
574.200009, 8.221596, 8.085893, 8.157785
574.300009, 8.219733, 8.085114, 8.158325
574.400009, 8.219403, 8.086208, 8.158714
574.500009, 8.220222, 8.086963, 8.159149
574.600009, 8.22327, 8.083925, 8.159554
574.700009, 8.221012, 8.085189, 8.160613
574.800009, 8.220517, 8.084619, 8.157095
574.900009, 8.220867, 8.081921, 8.159729
575.000009, 8.220757, 8.086693, 8.160453
575.100009, 8.221397, 8.087203, 8.160543
575.200009, 8.222626, 8.084744, 8.159999
575.300009, 8.222016, 8.087153, 8.156591
575.400009, 8.220397, 8.085049, 8.158784
575.500009, 8.220637, 8.086548, 8.158879
575.600009, 8.221981, 8.085804, 8.158994
575.700009, 8.219543, 8.086138, 8.158979
575.800009, 8.222266, 8.087757, 8.157715
575.900009, 8.220357, 8.084364, 8.158689
576.000009, 8.219368, 8.085988, 8.158994
576.100009, 8.218968, 8.087033, 8.158615
576.200009, 8.220557, 8.086198, 8.156616
576.300009, 8.221467, 8.085524, 8.158645
576.400009, 8.220567, 8.087612, 8.157545
576.500009, 8.221232, 8.086293, 8.158724
576.600009, 8.218843, 8.085948, 8.159679
576.700009, 8.220902, 8.084709, 8.157415
576.800009, 8.221202, 8.085504, 8.156876
576.900009, 8.220322, 8.085324, 8.157875
577.000009, 8.221412, 8.083345, 8.160089
577.100009, 8.222766, 8.085809, 8.15791
577.200009, 8.225954, 8.089336, 8.156661
577.300009, 8.226633, 8.085399, 8.159489
577.400009, 8.225759, 8.086418, 8.158699
